,pais_origem,pais_destino,qtde_voos
155,Australia,Netherlands,0.31643835616438354
156,Australia,New Caledonia,0.30547945205479454
157,Australia,New Zealand,35.28767123287671
158,Australia,Peru,0.0013698630136986301
159,Australia,Philippines,3.313698630136986
160,Australia,Poland,0.0273972602739726
161,Australia,Portugal,0.0027397260273972603
162,Australia,Qatar,2.9986301369863013
163,Australia,Romania,0.0013698630136986301
164,Australia,Russia,0.4095890410958904
165,Australia,Saudi Arabia,0.06986301369863014
166,Australia,Senegal,0.009589041095890411
167,Australia,Singapore,5.909589041095891
168,Australia,Slovenia,0.0013698630136986301
169,Australia,South Africa,1.1082191780821917
170,Australia,South Korea,3.0273972602739727
171,Australia,Spain,0.2876712328767123
172,Australia,Sri Lanka,0.2219178082191781
173,Australia,Sweden,0.07397260273972603
174,Australia,Switzerland,0.13972602739726028
175,Australia,Thailand,2.217808219178082
176,Australia,Tunisia,0.0013698630136986301
177,Australia,Turkey,0.11095890410958904
178,Australia,United Arab Emirates,11.41095890410959
179,Australia,United Kingdom,3.1767123287671235
180,Australia,United States,19.21232876712329
181,Australia,Zambia,0.10547945205479452
182,Austria,Algeria,0.1095890410958904
183,Austria,Armenia,0.02054794520547945
184,Austria,Australia,0.04794520547945205
185,Austria,Azerbaijan,0.0013698630136986301
186,Austria,Bahrain,0.012328767123287671
187,Austria,Belarus,0.031506849315068496
188,Austria,Belgium,3.736986301369863
189,Austria,Bermuda,0.0013698630136986301
190,Austria,Bosnia and Herzegovina,0.015068493150684932
191,Austria,Brazil,0.028767123287671233
192,Austria,Brunei,0.0013698630136986301
193,Austria,Bulgaria,2.328767123287671
194,Austria,Canada,0.9219178082191781
195,Austria,Cape Verde,0.00410958904109589
196,Austria,China,0.17534246575342466
197,Austria,Croatia,1.347945205479452
198,Austria,Cyprus,0.5493150684931507
199,Austria,Czech Republic,2.73972602739726
200,Austria,Denmark,3.9013698630136986
201,Austria,Egypt,0.00684931506849315
202,Austria,Estonia,0.33013698630136984
203,Austria,Finland,1.7547945205479452
204,Austria,France,11.2986301369863
205,Austria,Gambia,0.0136986301369863
206,Austria,Georgia,0.00410958904109589
207,Austria,Germany,78.86986301369863
208,Austria,Greece,3.9068493150684933
209,Austria,Hungary,1.4
210,Austria,Iceland,0.34794520547945207
211,Austria,India,0.4808219178082192
212,Austria,Indonesia,0.045205479452054796
213,Austria,Ireland,1.5904109589041096
214,Austria,Isle of Man,0.00684931506849315
215,Austria,Israel,2.73972602739726
216,Austria,Italy,16.0972602739726
217,Austria,Japan,0.33972602739726027
218,Austria,Jordan,0.33287671232876714
219,Austria,Kazakhstan,0.009589041095890411
220,Austria,Latvia,1.3136986301369864
221,Austria,Lebanon,0.00821917808219178
222,Austria,Libya,0.0027397260273972603
223,Austria,Lithuania,0.6082191780821918
224,Austria,Luxembourg,2.1095890410958904
225,Austria,Macedonia,0.27123287671232876
226,Austria,Malaysia,0.00410958904109589
227,Austria,Maldives,0.03972602739726028
228,Austria,Mali,0.0027397260273972603
229,Austria,Malta,0.9602739726027397
230,Austria,Mauritania,0.00410958904109589
231,Austria,Morocco,0.00410958904109589
232,Austria,Netherlands,11.472602739726028
233,Austria,New Zealand,0.009589041095890411
234,Austria,Norway,1.6561643835616437
235,Austria,Philippines,0.00821917808219178
236,Austria,Poland,3.6082191780821917
237,Austria,Portugal,2.4068493150684933
238,Austria,Qatar,1.5287671232876712
239,Austria,Romania,4.572602739726028
240,Austria,Russia,7.873972602739726
241,Austria,Saudi Arabia,0.4191780821917808
242,Austria,Senegal,0.019178082191780823
243,Austria,Serbia,0.6013698630136987
244,Austria,Singapore,0.00410958904109589
245,Austria,Slovakia,0.7917808219178082
246,Austria,Slovenia,0.6273972602739726
247,Austria,South Africa,0.04794520547945205
248,Austria,South Korea,0.36027397260273974
249,Austria,Spain,9.076712328767123
250,Austria,Sweden,3.958904109589041
251,Austria,Switzerland,15.219178082191782
252,Austria,Thailand,0.7506849315068493
253,Austria,Tunisia,0.09863013698630137
254,Austria,Turkey,3.6342465753424658
255,Austria,Ukraine,1.7383561643835617
256,Austria,United Arab Emirates,1.9191780821917808
257,Austria,United Kingdom,19.876712328767123
258,Austria,United States,3.993150684931507
259,Austria,Uzbekistan,0.0013698630136986301
260,Azerbaijan,China,0.0027397260273972603
261,Azerbaijan,France,0.0027397260273972603
262,Azerbaijan,Germany,0.0136986301369863
263,Azerbaijan,Greece,0.0013698630136986301
264,Azerbaijan,Israel,0.00684931506849315
265,Azerbaijan,Italy,0.005479452054794521
266,Azerbaijan,Kazakhstan,0.00684931506849315
267,Azerbaijan,Latvia,0.0013698630136986301
268,Azerbaijan,Luxembourg,0.005479452054794521
269,Azerbaijan,Russia,0.04246575342465753
270,Azerbaijan,Saudi Arabia,0.0013698630136986301
271,Azerbaijan,South Korea,0.0013698630136986301
272,Azerbaijan,Switzerland,0.0027397260273972603
273,Azerbaijan,Turkey,0.01780821917808219
274,Azerbaijan,Ukraine,0.005479452054794521
275,Azerbaijan,United Arab Emirates,0.009589041095890411
276,Azerbaijan,United States,0.00410958904109589
277,Bahamas,Canada,0.00410958904109589
278,Bahamas,Puerto Rico,0.0027397260273972603
279,Bahamas,United States,1.489041095890411
280,Bahrain,Algeria,0.00410958904109589
281,Bahrain,Australia,0.0013698630136986301
282,Bahrain,Austria,0.00821917808219178
283,Bahrain,Bangladesh,0.056164383561643834
284,Bahrain,Belgium,0.021917808219178082
285,Bahrain,Brazil,0.0013698630136986301
286,Bahrain,Canada,0.0013698630136986301
287,Bahrain,China,0.9
288,Bahrain,Cyprus,0.21095890410958903
289,Bahrain,Czech Republic,0.00410958904109589
290,Bahrain,Egypt,0.0027397260273972603
291,Bahrain,France,0.4904109589041096
292,Bahrain,Georgia,0.012328767123287671
293,Bahrain,Germany,0.6945205479452055
294,Bahrain,Greece,0.3410958904109589
295,Bahrain,Hungary,0.0013698630136986301
296,Bahrain,Iceland,0.0013698630136986301
297,Bahrain,India,4.015068493150685
298,Bahrain,Ireland,0.00821917808219178
299,Bahrain,Israel,0.00821917808219178
300,Bahrain,Italy,0.1726027397260274
301,Bahrain,Japan,0.031506849315068496
302,Bahrain,Jordan,0.00821917808219178
303,Bahrain,Kazakhstan,0.0013698630136986301
304,Bahrain,Kuwait,0.031506849315068496
305,Bahrain,Lebanon,0.5191780821917809
306,Bahrain,Luxembourg,0.010958904109589041
307,Bahrain,Malaysia,0.026027397260273973
308,Bahrain,Morocco,0.00410958904109589
309,Bahrain,Nepal,0.010958904109589041
310,Bahrain,Netherlands,0.39452054794520547
311,Bahrain,Pakistan,0.22465753424657534
312,Bahrain,Philippines,0.36027397260273974
313,Bahrain,Poland,0.0013698630136986301
314,Bahrain,Qatar,0.38493150684931504
315,Bahrain,Russia,0.5232876712328767
316,Bahrain,Saudi Arabia,5.241095890410959
317,Bahrain,Singapore,0.019178082191780823
318,Bahrain,Slovakia,0.0027397260273972603
319,Bahrain,South Africa,0.019178082191780823
320,Bahrain,South Korea,0.00410958904109589
321,Bahrain,Spain,0.050684931506849315
322,Bahrain,Sri Lanka,0.2821917808219178
323,Bahrain,Sweden,0.00410958904109589
324,Bahrain,Switzerland,0.01643835616438356
325,Bahrain,Thailand,0.33287671232876714
326,Bahrain,Turkey,1.263013698630137
327,Bahrain,United Arab Emirates,13.338356164383562
328,Bahrain,United Kingdom,1.521917808219178
329,Bahrain,United States,0.07397260273972603
330,Bangladesh,Algeria,0.0013698630136986301
331,Bangladesh,Argentina,0.00821917808219178
332,Bangladesh,Australia,0.0136986301369863
333,Bangladesh,Bahrain,0.08082191780821918
334,Bangladesh,Belgium,0.019178082191780823
335,Bangladesh,Canada,0.005479452054794521
336,Bangladesh,China,0.19041095890410958
337,Bangladesh,France,0.0013698630136986301
338,Bangladesh,Germany,0.045205479452054796
339,Bangladesh,Greece,0.005479452054794521
340,Bangladesh,Hungary,0.0013698630136986301
341,Bangladesh,India,0.5561643835616439
342,Bangladesh,Indonesia,0.0547945205479452
343,Bangladesh,Ireland,0.0027397260273972603
344,Bangladesh,Italy,0.024657534246575342
345,Bangladesh,Japan,0.02054794520547945
346,Bangladesh,Kuwait,0.0013698630136986301
347,Bangladesh,Luxembourg,0.00410958904109589
348,Bangladesh,Malaysia,0.2821917808219178
349,Bangladesh,Maldives,0.0589041095890411
350,Bangladesh,Nepal,0.00684931506849315
351,Bangladesh,Netherlands,0.012328767123287671
352,Bangladesh,Philippines,0.010958904109589041
353,Bangladesh,Poland,0.00684931506849315
354,Bangladesh,Portugal,0.0013698630136986301
355,Bangladesh,Qatar,0.5589041095890411
356,Bangladesh,Russia,0.00821917808219178
357,Bangladesh,Saudi Arabia,0.5219178082191781
358,Bangladesh,Singapore,0.1863013698630137
359,Bangladesh,South Africa,0.0013698630136986301
360,Bangladesh,South Korea,0.0273972602739726
361,Bangladesh,Spain,0.015068493150684932
362,Bangladesh,Sri Lanka,0.02054794520547945
363,Bangladesh,Thailand,0.16986301369863013
364,Bangladesh,Tunisia,0.0027397260273972603
365,Bangladesh,Turkey,0.07671232876712329
366,Bangladesh,Ukraine,0.0027397260273972603
367,Bangladesh,United Arab Emirates,1.4164383561643836
368,Bangladesh,United Kingdom,0.1506849315068493
369,Bangladesh,United States,0.019178082191780823
370,Barbados,Bermuda,0.005479452054794521
371,Barbados,Brazil,0.03561643835616438
372,Barbados,Canada,0.3821917808219178
373,Barbados,Colombia,0.0013698630136986301
374,Barbados,Costa Rica,0.00684931506849315
375,Barbados,France,0.0013698630136986301
376,Barbados,Germany,0.009589041095890411
377,Barbados,Grenada,0.03424657534246575
378,Barbados,Ireland,0.0027397260273972603
379,Barbados,Netherlands,0.0013698630136986301
380,Barbados,Portugal,0.0013698630136986301
381,Barbados,Puerto Rico,0.0013698630136986301
382,Barbados,Saint Lucia,0.8205479452054795
383,Barbados,Saint Vincent and the Grenadines,1.7356164383561643
384,Barbados,Senegal,0.0013698630136986301
385,Barbados,Switzerland,0.0013698630136986301
386,Barbados,Trinidad and Tobago,0.0136986301369863
387,Barbados,United Kingdom,0.009589041095890411
388,Barbados,United States,1.2547945205479452
389,Belarus,Armenia,0.0027397260273972603
390,Belarus,Austria,0.031506849315068496
391,Belarus,Belgium,0.005479452054794521
392,Belarus,Bulgaria,0.03972602739726028
393,Belarus,Cyprus,0.0013698630136986301
394,Belarus,Czech Republic,0.01643835616438356
395,Belarus,Denmark,0.0027397260273972603
396,Belarus,Estonia,0.009589041095890411
397,Belarus,Finland,0.00821917808219178
398,Belarus,France,0.038356164383561646
399,Belarus,Germany,0.0863013698630137
400,Belarus,Greece,0.0027397260273972603
401,Belarus,Hungary,0.01643835616438356
402,Belarus,India,0.0013698630136986301
403,Belarus,Israel,0.010958904109589041
404,Belarus,Italy,0.0410958904109589
405,Belarus,Kazakhstan,0.0136986301369863
406,Belarus,Latvia,0.019178082191780823
407,Belarus,Lebanon,0.0013698630136986301
408,Belarus,Lithuania,0.009589041095890411
409,Belarus,Netherlands,0.023287671232876714
410,Belarus,Poland,0.049315068493150684
411,Belarus,Russia,0.5506849315068493
412,Belarus,Serbia,0.010958904109589041
413,Belarus,Slovakia,0.0013698630136986301
414,Belarus,Spain,0.009589041095890411
415,Belarus,Sweden,0.009589041095890411
416,Belarus,Switzerland,0.012328767123287671
417,Belarus,Turkey,0.0013698630136986301
418,Belarus,Ukraine,0.1095890410958904
419,Belarus,United Arab Emirates,0.005479452054794521
420,Belarus,United Kingdom,0.015068493150684932
421,Belgium,Algeria,0.36164383561643837
422,Belgium,Argentina,0.009589041095890411
423,Belgium,Armenia,0.0027397260273972603
424,Belgium,Aruba,0.00410958904109589
425,Belgium,Australia,0.09452054794520548
426,Belgium,Austria,6.17945205479452
427,Belgium,Bahrain,0.012328767123287671
428,Belgium,Bangladesh,0.00821917808219178
429,Belgium,Barbados,0.0013698630136986301
430,Belgium,Belarus,0.01643835616438356
431,Belgium,Bosnia and Herzegovina,0.005479452054794521
432,Belgium,Brazil,0.04794520547945205
433,Belgium,Brunei,0.0013698630136986301
434,Belgium,Bulgaria,1.404109589041096
435,Belgium,Canada,1.2506849315068493
436,Belgium,Cape Verde,0.045205479452054796
437,Belgium,Chile,0.0013698630136986301
438,Belgium,China,0.8178082191780822
439,Belgium,Colombia,0.0013698630136986301
440,Belgium,Croatia,1.0506849315068494
441,Belgium,Cyprus,0.2095890410958904
442,Belgium,Czech Republic,4.446575342465754
443,Belgium,Denmark,5.605479452054794
444,Belgium,Dominican Republic,0.0027397260273972603
445,Belgium,Ecuador,0.0027397260273972603
446,Belgium,Egypt,0.00410958904109589
447,Belgium,Estonia,0.3082191780821918
448,Belgium,Finland,2.2150684931506848
449,Belgium,France,17.942465753424656
450,Belgium,Gambia,0.1958904109589041
451,Belgium,Georgia,0.005479452054794521
452,Belgium,Germany,24.052054794520547
453,Belgium,Greece,4.450684931506849
454,Belgium,Guinea-Bissau,0.0027397260273972603
455,Belgium,Hungary,4.338356164383562
456,Belgium,Iceland,1.5315068493150685
457,Belgium,India,0.6397260273972603
458,Belgium,Indonesia,0.00821917808219178
459,Belgium,Ireland,4.226027397260274
460,Belgium,Isle of Man,0.00821917808219178
461,Belgium,Israel,2.2616438356164386
462,Belgium,Italy,26.384931506849316
463,Belgium,Japan,0.11232876712328767
464,Belgium,Jordan,0.0273972602739726
465,Belgium,Kazakhstan,0.00684931506849315
466,Belgium,Kuwait,0.0013698630136986301
467,Belgium,Kyrgyzstan,0.0027397260273972603
468,Belgium,Latvia,1.3904109589041096
469,Belgium,Lebanon,0.19315068493150686
470,Belgium,Libya,0.0013698630136986301
471,Belgium,Lithuania,0.6301369863013698
472,Belgium,Luxembourg,0.3178082191780822
473,Belgium,Macedonia,0.06986301369863014
474,Belgium,Malaysia,0.03424657534246575
475,Belgium,Maldives,0.005479452054794521
476,Belgium,Mali,0.031506849315068496
477,Belgium,Malta,1.478082191780822
478,Belgium,Mauritania,0.005479452054794521
479,Belgium,Mexico,0.1547945205479452
480,Belgium,Moldova,0.0013698630136986301
481,Belgium,Morocco,2.036986301369863
482,Belgium,Netherlands,5.279452054794521
483,Belgium,Norway,3.1027397260273974
484,Belgium,Philippines,0.012328767123287671
485,Belgium,Poland,7.232876712328767
486,Belgium,Portugal,8.253424657534246
487,Belgium,Qatar,2.5821917808219177
488,Belgium,Romania,3.665753424657534
489,Belgium,Russia,3.2958904109589042
490,Belgium,Saudi Arabia,0.1506849315068493
491,Belgium,Senegal,0.7410958904109589
492,Belgium,Serbia,0.2095890410958904
493,Belgium,Singapore,0.010958904109589041
494,Belgium,Slovakia,0.5643835616438356
495,Belgium,Slovenia,0.6616438356164384
496,Belgium,South Africa,0.40684931506849314
497,Belgium,South Korea,0.38493150684931504
498,Belgium,Spain,24.132876712328766
499,Belgium,Sri Lanka,0.0013698630136986301
500,Belgium,Sweden,6.739726027397261
501,Belgium,Switzerland,10.264383561643836
502,Belgium,Thailand,0.19863013698630136
503,Belgium,Tunisia,0.28904109589041094
504,Belgium,Turkey,3.336986301369863
505,Belgium,Ukraine,0.663013698630137
506,Belgium,United Arab Emirates,3.5095890410958903
507,Belgium,United Kingdom,20.252054794520546
508,Belgium,United States,6.364383561643836
509,Belgium,Uruguay,0.0013698630136986301
510,Belize,United States,0.5452054794520548
511,Bermuda,Barbados,0.00684931506849315
512,Bermuda,Canada,0.3835616438356164
513,Bermuda,Cape Verde,0.0013698630136986301
514,Bermuda,Croatia,0.0013698630136986301
515,Bermuda,Dominican Republic,0.0013698630136986301
516,Bermuda,France,0.012328767123287671
517,Bermuda,Germany,0.005479452054794521
518,Bermuda,Iceland,0.00410958904109589
519,Bermuda,Ireland,0.0027397260273972603
520,Bermuda,Italy,0.00684931506849315
521,Bermuda,Mexico,0.0027397260273972603
522,Bermuda,Netherlands,0.005479452054794521
523,Bermuda,Norway,0.0013698630136986301
524,Bermuda,Portugal,0.00821917808219178
525,Bermuda,Saint Vincent and the Grenadines,0.0027397260273972603
526,Bermuda,Senegal,0.0013698630136986301
527,Bermuda,Spain,0.015068493150684932
528,Bermuda,Sweden,0.00410958904109589
529,Bermuda,Switzerland,0.015068493150684932
530,Bermuda,United Kingdom,0.40821917808219177
531,Bermuda,United States,4.875342465753425
532,Bolivia,Argentina,0.6383561643835617
533,Bolivia,Aruba,0.0013698630136986301
534,Bolivia,Brazil,0.6958904109589041
535,Bolivia,Canada,0.03287671232876712
536,Bolivia,Cape Verde,0.0013698630136986301
537,Bolivia,Chile,0.03561643835616438
538,Bolivia,Colombia,0.07260273972602739
539,Bolivia,Costa Rica,0.0136986301369863
540,Bolivia,Ecuador,0.031506849315068496
541,Bolivia,Guatemala,0.0013698630136986301
542,Bolivia,Italy,0.0013698630136986301
543,Bolivia,Mexico,0.03972602739726028
544,Bolivia,Netherlands,0.0013698630136986301
545,Bolivia,Peru,0.04246575342465753
546,Bolivia,Puerto Rico,0.0013698630136986301
547,Bolivia,Russia,0.0027397260273972603
548,Bolivia,Spain,0.6616438356164384
549,Bolivia,Switzerland,0.0013698630136986301
550,Bolivia,United States,0.8315068493150685
551,Bolivia,Uruguay,0.00684931506849315
552,Bosnia and Herzegovina,Austria,0.0013698630136986301
553,Bosnia and Herzegovina,Belgium,0.0013698630136986301
554,Bosnia and Herzegovina,Germany,0.015068493150684932
555,Bosnia and Herzegovina,Greece,0.0027397260273972603
556,Bosnia and Herzegovina,Serbia,0.00410958904109589
557,Bosnia and Herzegovina,Sweden,0.00821917808219178
558,Brazil,Argentina,12.994520547945205
559,Brazil,Aruba,0.02054794520547945
560,Brazil,Australia,0.03561643835616438
561,Brazil,Austria,0.0273972602739726
562,Brazil,Bahrain,0.0013698630136986301
563,Brazil,Barbados,0.038356164383561646
564,Brazil,Belgium,0.050684931506849315
565,Brazil,Bolivia,0.6452054794520548
566,Brazil,Canada,1.073972602739726
567,Brazil,Cape Verde,0.02054794520547945
568,Brazil,Chile,2.2
569,Brazil,China,0.036986301369863014
570,Brazil,Colombia,0.2273972602739726
571,Brazil,Costa Rica,0.04657534246575343
572,Brazil,Croatia,0.0013698630136986301
573,Brazil,Czech Republic,0.00684931506849315
574,Brazil,Denmark,0.00410958904109589
575,Brazil,Dominican Republic,0.009589041095890411
576,Brazil,Ecuador,0.2602739726027397
577,Brazil,France,3.1945205479452055
578,Brazil,French Polynesia,0.00684931506849315
579,Brazil,Gambia,0.0013698630136986301
580,Brazil,Germany,1.9561643835616438
581,Brazil,Greece,0.00410958904109589
582,Brazil,Guatemala,0.0136986301369863
583,Brazil,Haiti,0.0013698630136986301
584,Brazil,India,0.03561643835616438
585,Brazil,Indonesia,0.00684931506849315
586,Brazil,Ireland,0.2726027397260274
587,Brazil,Isle of Man,0.0013698630136986301
588,Brazil,Israel,0.13150684931506848
589,Brazil,Italy,3.1534246575342464
590,Brazil,Japan,0.00684931506849315
591,Brazil,Lebanon,0.010958904109589041
592,Brazil,Luxembourg,0.17397260273972603
593,Brazil,Malta,0.00410958904109589
594,Brazil,Mexico,0.9684931506849315
595,Brazil,Morocco,0.03287671232876712
596,Brazil,Netherlands,1.1561643835616437
597,Brazil,New Zealand,0.026027397260273973
598,Brazil,Norway,0.0013698630136986301
599,Brazil,Panama,0.18356164383561643
600,Brazil,Peru,0.1273972602739726
601,Brazil,Philippines,0.00821917808219178
602,Brazil,Poland,0.00684931506849315
603,Brazil,Portugal,4.513698630136986
604,Brazil,Puerto Rico,0.10410958904109589
605,Brazil,Qatar,0.7726027397260274
606,Brazil,Russia,0.01780821917808219
607,Brazil,Saint Lucia,0.0013698630136986301
608,Brazil,Saint Vincent and the Grenadines,0.0013698630136986301
609,Brazil,Senegal,0.3452054794520548
610,Brazil,South Africa,1.3438356164383563
611,Brazil,South Korea,0.0684931506849315
612,Brazil,Spain,3.7643835616438355
613,Brazil,Sweden,0.021917808219178082
614,Brazil,Switzerland,0.9315068493150684
615,Brazil,Thailand,0.0136986301369863
616,Brazil,Turkey,0.21780821917808219
617,Brazil,United Arab Emirates,1.3095890410958904
618,Brazil,United Kingdom,2.171232876712329
619,Brazil,United States,21.497260273972604
620,Brazil,Uruguay,1.6602739726027398
621,Brazil,Venezuela,0.010958904109589041
622,Brazil,Zambia,0.0013698630136986301
623,British Virgin Islands,Puerto Rico,0.6205479452054794
624,British Virgin Islands,United Kingdom,0.00410958904109589
625,British Virgin Islands,United States,0.06712328767123288
626,Brunei,Australia,0.7027397260273973
627,Brunei,Bangladesh,0.0027397260273972603
628,Brunei,China,0.4917808219178082
629,Brunei,Germany,0.00684931506849315
630,Brunei,Indonesia,0.09041095890410959
631,Brunei,Japan,0.021917808219178082
632,Brunei,Malaysia,3.615068493150685
633,Brunei,Maldives,0.0013698630136986301
634,Brunei,Netherlands,0.0013698630136986301
635,Brunei,New Zealand,0.0027397260273972603
636,Brunei,Philippines,1.0424657534246575
637,Brunei,Portugal,0.0013698630136986301
638,Brunei,Russia,0.0013698630136986301
639,Brunei,Singapore,0.41506849315068495
640,Brunei,South Korea,0.24794520547945206
641,Brunei,Spain,0.0013698630136986301
642,Brunei,Thailand,0.3082191780821918
643,Brunei,United Arab Emirates,0.31917808219178084
644,Brunei,United Kingdom,0.4602739726027397
645,Brunei,United States,0.0013698630136986301
