,org,dest,valor_norm,day
16349,South Korea,Hong Kong,21.0,19
16383,Spain,Hong Kong,2.5,19
16418,Switzerland,Hong Kong,2.0,19
16452,Taiwan,Hong Kong,54.0,19
16486,Thailand,Hong Kong,25.0,19
16521,United Arab Emirates,Hong Kong,11.5,19
16555,United Kingdom,Hong Kong,9.5,19
16589,United States,Hong Kong,32.5,19
16590,Austria,Hungary,1.5,19
16616,Belgium,Hungary,2.5,19
16642,Czech Republic,Hungary,2.5,19
16668,Denmark,Hungary,1.0,19
16694,Finland,Hungary,3.0,19
16720,France,Hungary,6.5,19
16746,Germany,Hungary,23.0,19
16772,Greece,Hungary,3.0,19
16798,Ireland,Hungary,4.0,19
16824,Israel,Hungary,5.0,19
16850,Italy,Hungary,9.0,19
16876,Latvia,Hungary,1.0,19
16902,Netherlands,Hungary,6.0,19
16928,Norway,Hungary,1.0,19
16954,Poland,Hungary,2.0,19
16980,Portugal,Hungary,1.0,19
17006,Qatar,Hungary,2.5,19
17032,Russia,Hungary,4.0,19
17083,Spain,Hungary,7.5,19
17109,Sweden,Hungary,3.0,19
17135,Switzerland,Hungary,3.0,19
17161,Turkey,Hungary,1.0,19
17187,Ukraine,Hungary,1.5,19
17213,United Arab Emirates,Hungary,1.5,19
17239,United Kingdom,Hungary,21.0,19
17276,Belgium,Iceland,1.0,19
17288,Denmark,Iceland,3.5,19
17300,Finland,Iceland,2.0,19
17312,France,Iceland,1.0,19
17324,Germany,Iceland,4.5,19
17347,Latvia,Iceland,1.0,19
17359,Netherlands,Iceland,1.0,19
17371,Norway,Iceland,3.0,19
17416,Switzerland,Iceland,1.0,19
17428,United Kingdom,Iceland,12.5,19
17440,United States,Iceland,3.5,19
17441,Australia,India,1.0,19
17508,Bahrain,India,8.0,19
17542,Bangladesh,India,6.0,19
17576,Belgium,India,1.5,19
17611,Canada,India,2.5,19
17645,China,India,1.0,19
17680,Finland,India,1.0,19
17714,France,India,5.5,19
17748,Germany,India,11.5,19
17782,Hong Kong,India,12.5,19
17817,Italy,India,2.5,19
17851,Japan,India,1.5,19
17885,Kazakhstan,India,2.0,19
17952,Malaysia,India,19.5,19
17986,Netherlands,India,2.0,19
18053,Poland,India,1.0,19
18087,Qatar,India,16.5,19
18121,Russia,India,3.0,19
18155,Saudi Arabia,India,6.5,19
18189,Singapore,India,24.0,19
18258,Sri Lanka,India,20.0,19
18325,Switzerland,India,2.5,19
18359,Taiwan,India,3.0,19
18393,Thailand,India,31.5,19
18461,United Arab Emirates,India,71.0,19
18495,United Kingdom,India,15.0,19
18529,United States,India,9.5,19
18530,Malaysia,Indonesia,2.0,19
18531,Austria,Ireland,1.0,19
18562,Belgium,Ireland,5.5,19
18593,Canada,Ireland,1.5,19
18624,Croatia,Ireland,1.0,19
18655,Czech Republic,Ireland,2.0,19
18686,Denmark,Ireland,2.0,19
18717,Finland,Ireland,1.5,19
18748,France,Ireland,20.5,19
18779,Germany,Ireland,19.5,19
18840,Hungary,Ireland,4.0,19
18872,Italy,Ireland,8.5,19
18903,Latvia,Ireland,2.0,19
18934,Luxembourg,Ireland,1.0,19
18965,Malta,Ireland,1.0,19
18996,Netherlands,Ireland,14.0,19
19027,Norway,Ireland,1.5,19
19058,Poland,Ireland,9.5,19
19089,Portugal,Ireland,4.5,19
19120,Qatar,Ireland,1.0,19
19151,Russia,Ireland,1.0,19
19182,Slovakia,Ireland,1.0,19
19213,Spain,Ireland,15.5,19
19244,Sweden,Ireland,1.0,19
19275,Switzerland,Ireland,6.0,19
19307,Ukraine,Ireland,1.0,19
19338,United Arab Emirates,Ireland,3.0,19
19369,United Kingdom,Ireland,135.0,19
19400,United States,Ireland,20.0,19
19428,Austria,Israel,6.0,19
19483,Belgium,Israel,3.0,19
19512,Canada,Israel,1.5,19
19540,Czech Republic,Israel,3.0,19
19568,Denmark,Israel,1.0,19
19596,France,Israel,13.5,19
19624,Germany,Israel,12.5,19
19652,Greece,Israel,4.0,19
19680,Hong Kong,Israel,1.5,19
19708,Hungary,Israel,5.0,19
19763,Italy,Israel,10.0,19
19791,Malta,Israel,1.0,19
19819,Netherlands,Israel,3.5,19
19847,Poland,Israel,4.0,19
19956,Russia,Israel,11.0,19
19986,Spain,Israel,8.0,19
20014,Sweden,Israel,1.5,19
20042,Switzerland,Israel,7.0,19
20070,Thailand,Israel,2.0,19
20098,Turkey,Israel,3.5,19
20126,Ukraine,Israel,2.5,19
20155,United Kingdom,Israel,7.5,19
20183,United States,Israel,7.5,19
20184,Algeria,Italy,2.0,19
20230,Argentina,Italy,1.5,19
20276,Austria,Italy,14.0,19
20322,Belarus,Italy,1.0,19
20368,Belgium,Italy,18.0,19
20414,Brazil,Italy,3.5,19
20460,China,Italy,1.0,19
20507,Czech Republic,Italy,12.0,19
20553,Denmark,Italy,8.0,19
20599,Finland,Italy,3.5,19
20645,France,Italy,77.0,19
20691,Germany,Italy,112.5,19
20737,Greece,Italy,9.5,19
20783,Hong Kong,Italy,1.5,19
20829,Hungary,Italy,9.0,19
20875,India,Italy,2.5,19
20921,Ireland,Italy,8.5,19
20967,Israel,Italy,10.0,19
21014,Latvia,Italy,3.5,19
21060,Luxembourg,Italy,6.5,19
21106,Malta,Italy,10.5,19
21152,Morocco,Italy,5.0,19
21198,Netherlands,Italy,31.0,19
21244,Norway,Italy,2.0,19
21290,Philippines,Italy,1.0,19
21336,Poland,Italy,13.5,19
21382,Portugal,Italy,18.5,19
21428,Qatar,Italy,9.0,19
21474,Romania,Italy,10.0,19
21520,Russia,Italy,29.0,19
21566,Saudi Arabia,Italy,1.0,19
21612,Singapore,Italy,1.0,19
21658,Slovakia,Italy,1.0,19
21704,South Korea,Italy,4.0,19
21750,Spain,Italy,91.5,19
21796,Sweden,Italy,4.0,19
21842,Switzerland,Italy,26.5,19
21888,Thailand,Italy,1.0,19
21934,Turkey,Italy,7.0,19
21980,Ukraine,Italy,3.0,19
22026,United Arab Emirates,Italy,12.0,19
22072,United Kingdom,Italy,113.5,19
22118,United States,Italy,15.5,19
22119,Australia,Japan,3.0,19
22140,Austria,Japan,1.0,19
22161,Canada,Japan,2.0,19
22183,France,Japan,4.0,19
22204,Germany,Japan,3.5,19
22225,Hong Kong,Japan,14.5,19
22246,India,Japan,1.5,19
22267,Macau,Japan,2.5,19
22288,Malaysia,Japan,3.5,19
22309,Philippines,Japan,6.5,19
22331,Singapore,Japan,8.0,19
22352,South Korea,Japan,35.0,19
22394,Taiwan,Japan,23.0,19
22415,Thailand,Japan,10.5,19
22438,United States,Japan,8.5,19
22469,Germany,Kazakhstan,2.5,19
22480,Hong Kong,Kazakhstan,1.5,19
22491,India,Kazakhstan,2.0,19
22523,Russia,Kazakhstan,8.0,19
22545,Thailand,Kazakhstan,1.0,19
22556,Turkey,Kazakhstan,2.5,19
22567,Ukraine,Kazakhstan,1.5,19
22578,United Arab Emirates,Kazakhstan,4.0,19
22589,Austria,Latvia,2.0,19
22613,Belarus,Latvia,2.0,19
22637,Belgium,Latvia,2.0,19
22684,Denmark,Latvia,5.0,19
22708,Estonia,Latvia,2.5,19
22732,Finland,Latvia,6.5,19
22756,France,Latvia,1.5,19
22780,Germany,Latvia,9.5,19
22804,Hungary,Latvia,1.0,19
22828,Iceland,Latvia,1.0,19
22852,Ireland,Latvia,2.0,19
22876,Italy,Latvia,3.5,19
22900,Malta,Latvia,1.0,19
22924,Netherlands,Latvia,2.0,19
22948,Norway,Latvia,3.0,19
22972,Poland,Latvia,1.5,19
22996,Russia,Latvia,13.0,19
23021,Spain,Latvia,1.0,19
23045,Sweden,Latvia,5.0,19
23069,Switzerland,Latvia,2.0,19
23093,Ukraine,Latvia,2.0,19
23117,United Kingdom,Latvia,7.5,19
23118,Austria,Luxembourg,3.5,19
23155,Denmark,Luxembourg,2.0,19
23174,France,Luxembourg,6.5,19
23193,Germany,Luxembourg,15.5,19
23231,Ireland,Luxembourg,1.0,19
23250,Italy,Luxembourg,6.5,19
23269,Netherlands,Luxembourg,4.5,19
23288,Poland,Luxembourg,1.0,19
23307,Portugal,Luxembourg,6.5,19
23326,Qatar,Luxembourg,1.0,19
23400,Spain,Luxembourg,3.5,19
23419,Switzerland,Luxembourg,4.5,19
23456,Thailand,Luxembourg,1.0,19
23475,United Arab Emirates,Luxembourg,1.0,19
23494,United Kingdom,Luxembourg,7.0,19
23513,United States,Luxembourg,9.0,19
23522,Japan,Macau,2.5,19
23531,Malaysia,Macau,4.0,19
23540,Philippines,Macau,7.0,19
23550,Singapore,Macau,2.0,19
23559,South Korea,Macau,9.0,19
23568,Taiwan,Macau,16.0,19
23577,Thailand,Macau,5.5,19
23578,Australia,Malaysia,21.0,19
23601,Bangladesh,Malaysia,1.0,19
23624,China,Malaysia,6.5,19
23648,Hong Kong,Malaysia,13.0,19
23671,India,Malaysia,19.5,19
23694,Indonesia,Malaysia,2.0,19
23717,Japan,Malaysia,3.5,19
23741,Macau,Malaysia,4.0,19
23764,Netherlands,Malaysia,1.0,19
23809,Philippines,Malaysia,10.0,19
23832,Qatar,Malaysia,3.0,19
23855,Saudi Arabia,Malaysia,1.0,19
23878,Singapore,Malaysia,57.5,19
23902,South Korea,Malaysia,12.5,19
23925,Sri Lanka,Malaysia,5.0,19
23970,Taiwan,Malaysia,11.0,19
23993,Thailand,Malaysia,23.0,19
24016,United Arab Emirates,Malaysia,4.5,19
24039,United Kingdom,Malaysia,3.0,19
24040,Austria,Malta,1.0,19
24057,Belgium,Malta,2.0,19
24074,France,Malta,3.0,19
24091,Germany,Malta,7.0,19
24108,Ireland,Malta,1.0,19
24125,Israel,Malta,1.0,19
24142,Italy,Malta,10.5,19
24159,Latvia,Malta,1.0,19
24176,Netherlands,Malta,1.0,19
24193,Poland,Malta,1.5,19
24212,Slovakia,Malta,1.0,19
24229,Spain,Malta,2.5,19
24246,Switzerland,Malta,1.5,19
24295,United Kingdom,Malta,13.5,19
24297,Canada,Mexico,2.0,19
24310,United States,Mexico,14.0,19
24329,Belgium,Morocco,5.5,19
24340,Denmark,Morocco,1.0,19
24350,France,Morocco,16.5,19
24369,Italy,Morocco,5.0,19
24379,Netherlands,Morocco,2.0,19
24389,Portugal,Morocco,4.0,19
24417,Spain,Morocco,9.5,19
24454,United Kingdom,Morocco,3.5,19
24455,Argentina,Netherlands,1.5,19
24504,Austria,Netherlands,18.0,19
24554,Belarus,Netherlands,1.0,19
24603,Belgium,Netherlands,5.5,19
24652,Brazil,Netherlands,1.5,19
24701,Canada,Netherlands,4.5,19
24750,Colombia,Netherlands,1.0,19
24799,Costa Rica,Netherlands,1.0,19
24848,Croatia,Netherlands,1.0,19
24897,Czech Republic,Netherlands,7.0,19
24946,Denmark,Netherlands,18.0,19
24996,Estonia,Netherlands,1.0,19
25045,Finland,Netherlands,5.5,19
25094,France,Netherlands,23.5,19
25143,Germany,Netherlands,48.5,19
25192,Greece,Netherlands,2.5,19
25241,Hong Kong,Netherlands,2.0,19
25290,Hungary,Netherlands,6.0,19
25339,Iceland,Netherlands,1.0,19
25388,India,Netherlands,2.0,19
25437,Ireland,Netherlands,14.0,19
25486,Israel,Netherlands,3.5,19
25535,Italy,Netherlands,31.0,19
25632,Latvia,Netherlands,2.0,19
25681,Luxembourg,Netherlands,4.5,19
25730,Malaysia,Netherlands,1.0,19
25779,Malta,Netherlands,1.0,19
25828,Morocco,Netherlands,2.0,19
25877,Norway,Netherlands,11.5,19
25926,Poland,Netherlands,14.5,19
25975,Portugal,Netherlands,15.5,19
26024,Qatar,Netherlands,1.0,19
26121,Russia,Netherlands,8.5,19
26218,Singapore,Netherlands,2.0,19
26267,South Africa,Netherlands,2.5,19
26316,South Korea,Netherlands,1.5,19
26365,Spain,Netherlands,39.5,19
26414,Sweden,Netherlands,11.0,19
26463,Switzerland,Netherlands,15.0,19
26512,Taiwan,Netherlands,1.0,19
26561,Thailand,Netherlands,2.5,19
26610,Turkey,Netherlands,4.5,19
26659,Ukraine,Netherlands,1.0,19
26708,United Arab Emirates,Netherlands,6.0,19
26757,United Kingdom,Netherlands,99.0,19
26806,United States,Netherlands,29.0,19
26807,Argentina,New Zealand,1.0,19
26821,Australia,New Zealand,55.0,19
26835,Canada,New Zealand,1.5,19
26849,French Polynesia,New Zealand,1.0,19
26863,Hong Kong,New Zealand,2.5,19
26878,Qatar,New Zealand,1.0,19
26892,Singapore,New Zealand,6.0,19
26906,South Korea,New Zealand,2.0,19
26920,Taiwan,New Zealand,1.0,19
26934,Thailand,New Zealand,1.0,19
26948,United Arab Emirates,New Zealand,2.0,19
26962,United States,New Zealand,8.5,19
26963,Austria,Norway,3.0,19
26989,Belgium,Norway,2.0,19
27015,Czech Republic,Norway,1.5,19
27041,Denmark,Norway,24.0,19
27067,Estonia,Norway,2.5,19
27093,Finland,Norway,5.5,19
27119,France,Norway,6.0,19
27145,Germany,Norway,18.5,19
27171,Hungary,Norway,1.0,19
27197,Iceland,Norway,3.0,19
27223,Ireland,Norway,1.5,19
27249,Italy,Norway,2.0,19
27275,Latvia,Norway,3.0,19
27301,Netherlands,Norway,11.5,19
27327,Poland,Norway,13.0,19
27353,Portugal,Norway,1.0,19
27379,Qatar,Norway,2.0,19
27405,Russia,Norway,2.0,19
27431,Spain,Norway,5.5,19
27457,Sweden,Norway,18.0,19
27483,Switzerland,Norway,3.0,19
27509,Thailand,Norway,2.0,19
27535,Turkey,Norway,1.0,19
27586,United Kingdom,Norway,26.0,19
27588,Australia,Philippines,5.0,19
27626,China,Philippines,1.0,19
27645,Hong Kong,Philippines,21.0,19
27665,Italy,Philippines,1.0,19
27684,Japan,Philippines,6.5,19
27703,Macau,Philippines,7.0,19
27722,Malaysia,Philippines,10.0,19
27741,Qatar,Philippines,4.0,19
27778,Saudi Arabia,Philippines,2.0,19
27797,Singapore,Philippines,20.5,19
27816,South Korea,Philippines,18.0,19
27835,Taiwan,Philippines,15.5,19
27854,Thailand,Philippines,7.0,19
27873,United Arab Emirates,Philippines,6.5,19
27892,United Kingdom,Philippines,1.0,19
27911,United States,Philippines,5.0,19
27912,Armenia,Poland,1.0,19
27949,Austria,Poland,6.0,19
27986,Belarus,Poland,2.0,19
28023,Belgium,Poland,8.0,19
28060,Canada,Poland,1.0,19
28097,Croatia,Poland,1.0,19
28134,Czech Republic,Poland,3.0,19
28171,Denmark,Poland,8.5,19
28208,Finland,Poland,6.5,19
28245,France,Poland,14.0,19
28282,Germany,Poland,58.0,19
28319,Greece,Poland,2.0,19
28356,Hungary,Poland,2.0,19
28394,India,Poland,1.0,19
28431,Ireland,Poland,9.5,19
28468,Israel,Poland,4.0,19
28505,Italy,Poland,13.5,19
28542,Latvia,Poland,1.5,19
28579,Luxembourg,Poland,1.0,19
28616,Malta,Poland,1.5,19
28653,Netherlands,Poland,14.5,19
28690,Norway,Poland,13.0,19
28727,Portugal,Poland,1.0,19
28764,Qatar,Poland,2.0,19
28801,Russia,Poland,5.0,19
28874,Slovakia,Poland,1.5,19
28911,South Korea,Poland,1.0,19
28948,Spain,Poland,6.5,19
28985,Sweden,Poland,13.0,19
29022,Switzerland,Poland,8.5,19
29059,Thailand,Poland,1.0,19
29096,Ukraine,Poland,11.5,19
29133,United Arab Emirates,Poland,2.0,19
29170,United Kingdom,Poland,64.5,19
29207,United States,Poland,3.5,19
29208,Austria,Portugal,5.0,19
29237,Belgium,Portugal,8.0,19
29266,Brazil,Portugal,6.5,19
29295,Canada,Portugal,2.0,19
29324,Czech Republic,Portugal,1.5,19
29353,Denmark,Portugal,2.0,19
29383,Finland,Portugal,1.0,19
29412,France,Portugal,40.5,19
29441,Germany,Portugal,28.5,19
29470,Greece,Portugal,1.0,19
29499,Hungary,Portugal,1.0,19
29528,Ireland,Portugal,4.5,19
29558,Italy,Portugal,18.5,19
29587,Luxembourg,Portugal,6.5,19
29644,Morocco,Portugal,4.0,19
29673,Netherlands,Portugal,15.5,19
29702,Norway,Portugal,1.0,19
29731,Poland,Portugal,1.0,19
29760,Qatar,Portugal,1.0,19
29789,Russia,Portugal,2.0,19
29818,Senegal,Portugal,1.5,19
29847,Spain,Portugal,59.5,19
29876,Switzerland,Portugal,22.0,19
29933,United Arab Emirates,Portugal,2.5,19
29962,United Kingdom,Portugal,45.0,19
29991,United States,Portugal,8.5,19
29993,Canada,Puerto Rico,3.5,19
29999,United States,Puerto Rico,42.0,19
30000,Algeria,Qatar,1.0,19
30085,Australia,Qatar,5.0,19
30128,Austria,Qatar,3.5,19
30172,Belgium,Qatar,2.5,19
30215,Brazil,Qatar,1.0,19
30300,Croatia,Qatar,2.0,19
30343,Czech Republic,Qatar,2.5,19
30386,Denmark,Qatar,2.0,19
30429,Finland,Qatar,2.0,19
30472,France,Qatar,5.5,19
30515,Germany,Qatar,7.0,19
30558,Greece,Qatar,2.0,19
30601,Hong Kong,Qatar,5.5,19
30644,Hungary,Qatar,2.5,19
30687,India,Qatar,16.5,19
30730,Ireland,Qatar,1.0,19
30774,Italy,Qatar,9.0,19
30859,Luxembourg,Qatar,1.0,19
30944,Malaysia,Qatar,3.0,19
30988,Netherlands,Qatar,1.0,19
31031,New Zealand,Qatar,1.0,19
31074,Norway,Qatar,2.0,19
31117,Philippines,Qatar,4.0,19
31160,Poland,Qatar,2.0,19
31203,Portugal,Qatar,1.0,19
31288,Russia,Qatar,4.0,19
31332,Singapore,Qatar,3.5,19
31375,South Africa,Qatar,3.5,19
31418,South Korea,Qatar,1.5,19
31461,Spain,Qatar,6.0,19
31504,Sri Lanka,Qatar,6.0,19
31547,Sweden,Qatar,4.0,19
31590,Switzerland,Qatar,3.0,19
31633,Thailand,Qatar,7.0,19
31676,Turkey,Qatar,7.0,19
31719,Ukraine,Qatar,2.0,19
31762,United Kingdom,Qatar,15.0,19
31805,United States,Qatar,11.5,19
31825,Germany,Romania,5.5,19
31842,Greece,Romania,1.0,19
31860,Italy,Romania,10.0,19
31897,Spain,Romania,2.0,19
31917,United Kingdom,Romania,4.0,19
31918,Armenia,Russia,16.5,19
31962,Austria,Russia,9.0,19
32005,Bahrain,Russia,1.0,19
32048,Belarus,Russia,22.5,19
32091,Belgium,Russia,5.0,19
32176,Croatia,Russia,1.0,19
32219,Czech Republic,Russia,12.5,19
32262,Denmark,Russia,2.0,19
32306,Estonia,Russia,2.5,19
32349,Finland,Russia,10.5,19
32392,France,Russia,18.0,19
32435,Germany,Russia,52.0,19
32478,Greece,Russia,2.5,19
32521,Hong Kong,Russia,3.0,19
32564,Hungary,Russia,4.0,19
32608,India,Russia,3.0,19
32651,Ireland,Russia,1.0,19
32694,Israel,Russia,11.0,19
32737,Italy,Russia,29.0,19
32780,Kazakhstan,Russia,8.0,19
32823,Latvia,Russia,13.0,19
32866,Netherlands,Russia,8.5,19
32909,Norway,Russia,2.0,19
32953,Poland,Russia,5.0,19
32996,Portugal,Russia,2.0,19
33039,Qatar,Russia,4.0,19
33166,Slovakia,Russia,1.0,19
33209,South Korea,Russia,3.0,19
33252,Spain,Russia,14.5,19
33295,Sri Lanka,Russia,1.5,19
33338,Sweden,Russia,3.5,19
33381,Switzerland,Russia,10.0,19
33425,Thailand,Russia,3.5,19
33468,Turkey,Russia,3.0,19
33511,United Arab Emirates,Russia,21.0,19
33554,United Kingdom,Russia,12.0,19
33597,United States,Russia,4.5,19
33599,Bahrain,Saudi Arabia,9.5,19
33619,Bangladesh,Saudi Arabia,1.0,19
33639,France,Saudi Arabia,1.5,19
33659,Germany,Saudi Arabia,4.5,19
33679,Hong Kong,Saudi Arabia,1.0,19
33699,India,Saudi Arabia,6.5,19
33719,Italy,Saudi Arabia,1.0,19
33740,Malaysia,Saudi Arabia,1.0,19
33761,Philippines,Saudi Arabia,2.0,19
33801,Sri Lanka,Saudi Arabia,2.5,19
33821,Switzerland,Saudi Arabia,4.0,19
33841,Turkey,Saudi Arabia,2.5,19
33861,United Arab Emirates,Saudi Arabia,35.5,19
33881,United Kingdom,Saudi Arabia,1.5,19
33901,United States,Saudi Arabia,1.5,19
33902,Algeria,Senegal,1.0,19
33916,France,Senegal,2.0,19
33930,Portugal,Senegal,1.5,19
33944,United Arab Emirates,Senegal,1.0,19
33946,Australia,Singapore,41.0,19
33977,Bangladesh,Singapore,1.5,19
34009,China,Singapore,5.0,19
34040,Denmark,Singapore,1.0,19
34071,Finland,Singapore,1.0,19
34102,France,Singapore,2.5,19
34133,Germany,Singapore,7.0,19
34164,Hong Kong,Singapore,25.0,19
34195,India,Singapore,24.0,19
34226,Italy,Singapore,1.0,19
34257,Japan,Singapore,8.0,19
34289,Macau,Singapore,2.0,19
34320,Malaysia,Singapore,57.5,19
34351,Netherlands,Singapore,2.0,19
34382,New Zealand,Singapore,6.0,19
34413,Philippines,Singapore,20.5,19
34445,Qatar,Singapore,3.5,19
34507,South Africa,Singapore,1.0,19
34538,South Korea,Singapore,11.5,19
34599,Sri Lanka,Singapore,4.0,19
34630,Switzerland,Singapore,2.0,19
34661,Taiwan,Singapore,13.5,19
34692,Thailand,Singapore,36.0,19
34723,United Arab Emirates,Singapore,8.5,19
34754,United Kingdom,Singapore,7.0,19
34785,United States,Singapore,6.0,19
34787,Czech Republic,Slovakia,3.0,19
34799,France,Slovakia,1.5,19
34811,Germany,Slovakia,1.0,19
34823,Ireland,Slovakia,1.0,19
34846,Italy,Slovakia,1.0,19
34858,Malta,Slovakia,1.0,19
34870,Poland,Slovakia,1.5,19
34882,Russia,Slovakia,1.0,19
34905,Ukraine,Slovakia,2.0,19
34917,United Kingdom,Slovakia,7.0,19
34918,Austria,South Africa,1.0,19
34930,Brazil,South Africa,2.5,19
34942,France,South Africa,2.0,19
34954,Germany,South Africa,5.0,19
35011,Netherlands,South Africa,2.5,19
35023,Qatar,South Africa,3.5,19
35035,Singapore,South Africa,1.0,19
35058,Switzerland,South Africa,1.0,19
35070,United Arab Emirates,South Africa,4.0,19
35082,United Kingdom,South Africa,5.5,19
35094,Australia,South Korea,4.5,19
35124,Austria,South Korea,1.5,19
35155,Canada,South Korea,4.0,19
35185,China,South Korea,9.5,19
35215,Czech Republic,South Korea,2.0,19
35245,Finland,South Korea,1.0,19
35275,France,South Korea,3.5,19
35305,Germany,South Korea,7.5,19
35335,Hong Kong,South Korea,21.0,19
35395,Italy,South Korea,4.0,19
35425,Japan,South Korea,35.0,19
35542,Macau,South Korea,9.0,19
35572,Malaysia,South Korea,12.5,19
35602,Netherlands,South Korea,1.5,19
35632,New Zealand,South Korea,2.0,19
35662,Philippines,South Korea,18.0,19
35692,Poland,South Korea,1.0,19
35722,Qatar,South Korea,1.5,19
35752,Russia,South Korea,3.0,19
35782,Singapore,South Korea,11.5,19
35812,Spain,South Korea,2.0,19
35843,Taiwan,South Korea,31.0,19
35873,Thailand,South Korea,26.0,19
35932,United Arab Emirates,South Korea,2.0,19
35962,United Kingdom,South Korea,3.0,19
35992,United States,South Korea,32.0,19
35993,Algeria,Spain,6.5,19
36037,Argentina,Spain,5.5,19
36081,Austria,Spain,12.0,19
36125,Belgium,Spain,27.0,19
36169,Bolivia,Spain,1.0,19
36213,Brazil,Spain,5.0,19
36257,Colombia,Spain,4.5,19
36301,Costa Rica,Spain,1.0,19
36345,Croatia,Spain,1.0,19
36389,Czech Republic,Spain,8.0,19
36433,Denmark,Spain,10.5,19
36478,Finland,Spain,5.0,19
36522,France,Spain,79.0,19
36566,Germany,Spain,115.0,19
36610,Greece,Spain,5.0,19
36654,Hong Kong,Spain,2.5,19
36698,Hungary,Spain,7.5,19
36785,Ireland,Spain,15.5,19
36829,Israel,Spain,8.0,19
36873,Italy,Spain,91.5,19
36961,Latvia,Spain,1.0,19
37005,Luxembourg,Spain,3.5,19
37049,Malta,Spain,2.5,19
37093,Morocco,Spain,9.5,19
37137,Netherlands,Spain,39.5,19
37181,Norway,Spain,5.5,19
37225,Poland,Spain,6.5,19
37269,Portugal,Spain,59.5,19
37313,Qatar,Spain,6.0,19
37357,Romania,Spain,2.0,19
37401,Russia,Spain,14.5,19
37489,South Korea,Spain,2.0,19
37533,Sweden,Spain,9.0,19
37577,Switzerland,Spain,38.0,19
37622,Turkey,Spain,4.0,19
37666,Ukraine,Spain,3.5,19
37710,United Arab Emirates,Spain,6.5,19
37754,United Kingdom,Spain,143.5,19
37798,United States,Spain,23.0,19
37799,Australia,Sri Lanka,1.0,19
37814,Bahrain,Sri Lanka,2.0,19
37858,India,Sri Lanka,20.0,19
37874,Malaysia,Sri Lanka,5.0,19
37889,Qatar,Sri Lanka,6.0,19
37904,Russia,Sri Lanka,1.5,19
37919,Saudi Arabia,Sri Lanka,2.5,19
37934,Singapore,Sri Lanka,4.0,19
37963,Switzerland,Sri Lanka,1.0,19
37978,Thailand,Sri Lanka,4.0,19
37993,United Arab Emirates,Sri Lanka,11.5,19
38008,United Kingdom,Sri Lanka,1.5,19
38009,Austria,Sweden,4.5,19
38040,Belgium,Sweden,6.5,19
38102,Czech Republic,Sweden,2.0,19
38133,Denmark,Sweden,21.5,19
38164,Estonia,Sweden,2.5,19
38195,Finland,Sweden,24.0,19
38226,France,Sweden,7.5,19
38257,Germany,Sweden,30.0,19
38288,Greece,Sweden,1.0,19
38319,Hungary,Sweden,3.0,19
38352,Ireland,Sweden,1.0,19
38383,Israel,Sweden,1.5,19
38414,Italy,Sweden,4.0,19
38445,Latvia,Sweden,5.0,19
38476,Netherlands,Sweden,11.0,19
38507,Norway,Sweden,18.0,19
38538,Poland,Sweden,13.0,19
38569,Qatar,Sweden,4.0,19
38600,Russia,Sweden,3.5,19
38632,Spain,Sweden,9.0,19
38663,Switzerland,Sweden,6.5,19
38694,Thailand,Sweden,1.5,19
38725,Turkey,Sweden,2.5,19
38786,United Arab Emirates,Sweden,3.5,19
38817,United Kingdom,Sweden,25.5,19
38848,United States,Sweden,3.0,19
38893,Austria,Switzerland,16.5,19
38982,Belgium,Switzerland,11.0,19
39027,Brazil,Switzerland,1.0,19
39072,Canada,Switzerland,2.5,19
39117,China,Switzerland,1.0,19
39162,Croatia,Switzerland,1.0,19
39207,Czech Republic,Switzerland,3.5,19
39252,Denmark,Switzerland,8.0,19
