pais,valor_semana,dia_semana,voos_soma,jan_mean,pct_loss,continent
Canada,21,0,744.0,3343.1923076923076,0.7774582101400089,North America
Canada,21,1,826.0,3343.1923076923076,0.7529307548059777,North America
Canada,21,2,1100.0,3343.1923076923076,0.670973160153239,North America
Canada,21,3,1035.0,3343.1923076923076,0.6904156552350931,North America
Canada,21,4,1126.0,3343.1923076923076,0.6631961621204975,North America
Canada,21,5,840.0,3343.1923076923076,0.7487431404806553,North America
Canada,21,6,751.0,3343.1923076923076,0.7753644029773478,North America
Canada,22,0,834.0,3343.1923076923076,0.7505378323343649,North America
Canada,22,1,932.0,3343.1923076923076,0.721224532057108,North America
Canada,22,2,1132.0,3343.1923076923076,0.6614014702667879,North America
Canada,22,3,1120.0,3343.1923076923076,0.6649908539742071,North America
China,5,0,1270.0,1282.4615384615386,0.009716890595009678,Asia
China,5,1,1228.0,1282.4615384615386,0.042466410748560536,Asia
China,5,2,990.0,1282.4615384615386,0.22804702495201543,Asia
China,5,3,860.0,1282.4615384615386,0.3294145873320538,Asia
China,5,4,695.0,1282.4615384615386,0.4580734165067179,Asia
China,5,5,612.0,1282.4615384615386,0.5227927063339731,Asia
China,5,6,625.0,1282.4615384615386,0.5126559500959693,Asia
China,6,0,510.0,1282.4615384615386,0.602327255278311,Asia
China,6,1,423.0,1282.4615384615386,0.670165547024952,Asia
China,6,2,410.0,1282.4615384615386,0.6803023032629559,Asia
China,6,3,438.0,1282.4615384615386,0.6584692898272553,Asia
China,6,4,509.0,1282.4615384615386,0.6031070057581575,Asia
China,6,5,541.0,1282.4615384615386,0.5781549904030711,Asia
China,6,6,681.0,1282.4615384615386,0.4689899232245682,Asia
China,7,0,384.0,1282.4615384615386,0.7005758157389635,Asia
China,7,1,253.0,1282.4615384615386,0.8027231285988484,Asia
China,7,2,216.0,1282.4615384615386,0.831573896353167,Asia
China,7,3,238.0,1282.4615384615386,0.8144193857965452,Asia
China,7,4,248.0,1282.4615384615386,0.8066218809980806,Asia
China,7,5,286.0,1282.4615384615386,0.7769913627639156,Asia
China,7,6,337.0,1282.4615384615386,0.7372240882917467,Asia
China,8,0,279.0,1282.4615384615386,0.7824496161228407,Asia
China,8,1,300.0,1282.4615384615386,0.7660748560460653,Asia
China,8,2,297.0,1282.4615384615386,0.7684141074856047,Asia
China,8,3,287.0,1282.4615384615386,0.7762116122840691,Asia
China,8,4,351.0,1282.4615384615386,0.7263075815738964,Asia
China,8,5,394.0,1282.4615384615386,0.692778310940499,Asia
China,8,6,467.0,1282.4615384615386,0.6358565259117083,Asia
China,9,0,501.0,1282.4615384615386,0.609345009596929,Asia
China,9,1,595.0,1282.4615384615386,0.5360484644913628,Asia
China,9,2,628.0,1282.4615384615386,0.51031669865643,Asia
China,9,3,683.0,1282.4615384615386,0.4674304222648753,Asia
China,9,4,656.0,1282.4615384615386,0.48848368522072944,Asia
China,9,5,697.0,1282.4615384615386,0.456513915547025,Asia
China,9,6,932.0,1282.4615384615386,0.27327255278310947,Asia
China,10,0,751.0,1282.4615384615386,0.41440738963531676,Asia
China,10,1,714.0,1282.4615384615386,0.44325815738963537,Asia
China,10,2,778.0,1282.4615384615386,0.3933541266794626,Asia
China,10,3,704.0,1282.4615384615386,0.45105566218809984,Asia
China,10,4,720.0,1282.4615384615386,0.4385796545105567,Asia
China,10,5,726.0,1282.4615384615386,0.43390115163147797,Asia
China,10,6,745.0,1282.4615384615386,0.41908589251439543,Asia
China,11,0,693.0,1282.4615384615386,0.4596329174664108,Asia
China,11,1,721.0,1282.4615384615386,0.43779990403071023,Asia
China,11,2,727.0,1282.4615384615386,0.4331214011516315,Asia
China,11,3,651.0,1282.4615384615386,0.49238243761996164,Asia
China,11,4,654.0,1282.4615384615386,0.4900431861804223,Asia
China,11,5,673.0,1282.4615384615386,0.4752279270633398,Asia
China,11,6,722.0,1282.4615384615386,0.43702015355086377,Asia
China,12,0,527.0,1282.4615384615386,0.5890714971209213,Asia
China,12,1,561.0,1282.4615384615386,0.5625599808061421,Asia
China,12,2,568.0,1282.4615384615386,0.557101727447217,Asia
China,12,3,565.0,1282.4615384615386,0.5594409788867563,Asia
China,12,4,579.0,1282.4615384615386,0.548524472168906,Asia
China,12,5,551.0,1282.4615384615386,0.5703574856046065,Asia
China,12,6,607.0,1282.4615384615386,0.5266914587332054,Asia
China,13,0,463.0,1282.4615384615386,0.6389755278310941,Asia
China,13,1,397.0,1282.4615384615386,0.6904390595009597,Asia
China,13,2,402.0,1282.4615384615386,0.6865403071017274,Asia
China,13,3,466.0,1282.4615384615386,0.6366362763915547,Asia
China,13,4,670.0,1282.4615384615386,0.4775671785028791,Asia
China,13,5,706.0,1282.4615384615386,0.44949616122840697,Asia
China,13,6,689.0,1282.4615384615386,0.4627519193857966,Asia
China,14,0,619.0,1282.4615384615386,0.517334452975048,Asia
China,14,1,693.0,1282.4615384615386,0.4596329174664108,Asia
China,14,2,613.0,1282.4615384615386,0.5220129558541268,Asia
China,14,3,596.0,1282.4615384615386,0.5352687140115163,Asia
China,14,4,701.0,1282.4615384615386,0.4533949136276392,Asia
China,14,5,490.0,1282.4615384615386,0.6179222648752399,Asia
China,14,6,524.0,1282.4615384615386,0.5914107485604607,Asia
China,15,0,676.0,1282.4615384615386,0.47288867562380044,Asia
China,15,1,719.0,1282.4615384615386,0.4393594049904031,Asia
China,15,2,752.0,1282.4615384615386,0.4136276391554703,Asia
China,15,3,671.0,1282.4615384615386,0.4767874280230327,Asia
China,15,4,791.0,1282.4615384615386,0.38321737044145876,Asia
China,15,5,676.0,1282.4615384615386,0.47288867562380044,Asia
China,15,6,779.0,1282.4615384615386,0.39257437619961616,Asia
China,16,0,675.0,1282.4615384615386,0.4736684261036469,Asia
China,16,1,766.0,1282.4615384615386,0.40271113243762,Asia
China,16,2,858.0,1282.4615384615386,0.3309740882917467,Asia
China,16,3,716.0,1282.4615384615386,0.44169865642994244,Asia
China,16,4,960.0,1282.4615384615386,0.25143953934740887,Asia
China,16,5,868.0,1282.4615384615386,0.3231765834932822,Asia
China,16,6,843.0,1282.4615384615386,0.3426703454894434,Asia
China,17,0,754.0,1282.4615384615386,0.4120681381957774,Asia
China,17,1,729.0,1282.4615384615386,0.43156190019193863,Asia
China,17,2,754.0,1282.4615384615386,0.4120681381957774,Asia
China,17,3,764.0,1282.4615384615386,0.4042706333973129,Asia
China,17,4,837.0,1282.4615384615386,0.34734884836852215,Asia
China,17,5,869.0,1282.4615384615386,0.32239683301343575,Asia
China,17,6,833.0,1282.4615384615386,0.35046785028790794,Asia
China,18,0,780.0,1282.4615384615386,0.3917946257197697,Asia
China,18,1,856.0,1282.4615384615386,0.3325335892514396,Asia
China,18,2,684.0,1282.4615384615386,0.46665067178502884,Asia
China,18,3,749.0,1282.4615384615386,0.41596689059500963,Asia
China,18,4,840.0,1282.4615384615386,0.34500959692898275,Asia
China,18,5,755.0,1282.4615384615386,0.41128838771593096,Asia
China,18,6,809.0,1282.4615384615386,0.3691818618042227,Asia
China,19,0,918.0,1282.4615384615386,0.28418905950095974,Asia
China,19,1,1067.0,1282.4615384615386,0.16800623800383885,Asia
China,19,2,1047.0,1282.4615384615386,0.18360124760076782,Asia
China,19,3,1020.0,1282.4615384615386,0.20465451055662195,Asia
China,19,4,1005.0,1282.4615384615386,0.2163507677543187,Asia
China,19,5,727.0,1282.4615384615386,0.4331214011516315,Asia
China,19,6,790.0,1282.4615384615386,0.3839971209213052,Asia
China,20,0,759.0,1282.4615384615386,0.40816938579654516,Asia
China,20,1,763.0,1282.4615384615386,0.40505038387715936,Asia
China,20,2,786.0,1282.4615384615386,0.387116122840691,Asia
China,20,3,847.0,1282.4615384615386,0.3395513435700576,Asia
China,20,4,841.0,1282.4615384615386,0.34422984644913635,Asia
China,20,5,1057.0,1282.4615384615386,0.17580374280230332,Asia
China,20,6,1246.0,1282.4615384615386,0.028430902111324454,Asia
China,21,0,1078.0,1282.4615384615386,0.1594289827255279,Asia
China,21,1,1150.0,1282.4615384615386,0.10328694817658357,Asia
China,21,2,1135.0,1282.4615384615386,0.1149832053742803,Asia
China,21,3,1089.0,1282.4615384615386,0.15085172744721695,Asia
China,21,4,1204.0,1282.4615384615386,0.061180422264875314,Asia
China,21,5,1136.0,1282.4615384615386,0.11420345489443386,Asia
China,21,6,1186.0,1282.4615384615386,0.0752159309021114,Asia
China,22,0,1070.0,1282.4615384615386,0.16566698656429948,Asia
China,22,1,1126.0,1282.4615384615386,0.12200095969289834,Asia
China,22,2,1148.0,1282.4615384615386,0.10484644913627647,Asia
China,22,3,1029.0,1282.4615384615386,0.1976367562380039,Asia
Colombia,5,0,600.0,579.0769230769231,-0.03613177470775767,South America
Colombia,5,1,641.0,579.0769230769231,-0.10693411264612111,South America
Colombia,5,2,676.0,579.0769230769231,-0.167375132837407,South America
Colombia,5,3,571.0,579.0769230769231,0.013947927736450615,South America
Colombia,5,4,644.0,579.0769230769231,-0.1121147715196599,South America
Colombia,5,5,636.0,579.0769230769231,-0.09829968119022313,South America
Colombia,5,6,582.0,579.0769230769231,-0.005047821466524943,South America
Colombia,6,0,620.0,579.0769230769231,-0.0706695005313496,South America
Colombia,6,1,623.0,579.0769230769231,-0.07585015940488839,South America
Colombia,6,2,655.0,579.0769230769231,-0.13111052072263546,South America
Colombia,6,3,644.0,579.0769230769231,-0.1121147715196599,South America
Colombia,6,4,592.0,579.0769230769231,-0.022316684378320906,South America
Colombia,6,5,632.0,579.0769230769231,-0.09139213602550475,South America
Colombia,6,6,576.0,579.0769230769231,0.005313496280552633,South America
Colombia,7,0,623.0,579.0769230769231,-0.07585015940488839,South America
Colombia,7,1,590.0,579.0769230769231,-0.018862911795961713,South America
Colombia,7,2,620.0,579.0769230769231,-0.0706695005313496,South America
Colombia,7,3,616.0,579.0769230769231,-0.0637619553666312,South America
Colombia,7,4,397.0,579.0769230769231,0.31442614240170036,South America
Colombia,7,5,497.0,579.0769230769231,0.14173751328374073,South America
Colombia,7,6,508.0,579.0769230769231,0.12274176408076518,South America
Colombia,8,0,548.0,579.0769230769231,0.053666312433581324,South America
Colombia,8,1,558.0,579.0769230769231,0.03639744952178536,South America
Colombia,8,2,511.0,579.0769230769231,0.11756110520722639,South America
Colombia,8,3,562.0,579.0769230769231,0.02948990435706698,South America
Colombia,8,4,610.0,579.0769230769231,-0.05340063761955363,South America
Colombia,8,5,557.0,579.0769230769231,0.03812433581296496,South America
Colombia,8,6,489.0,579.0769230769231,0.1555526036131775,South America
Colombia,9,0,551.0,579.0769230769231,0.04848565356004254,South America
Colombia,9,1,612.0,579.0769230769231,-0.05685441020191283,South America
Colombia,9,2,646.0,579.0769230769231,-0.1155685441020191,South America
Colombia,9,3,658.0,579.0769230769231,-0.13629117959617426,South America
Colombia,9,4,617.0,579.0769230769231,-0.06548884165781081,South America
Colombia,9,5,582.0,579.0769230769231,-0.005047821466524943,South America
Colombia,9,6,415.0,579.0769230769231,0.2833421891604676,South America
Colombia,10,0,622.0,579.0769230769231,-0.07412327311370878,South America
Colombia,10,1,567.0,579.0769230769231,0.020855472901169,South America
Colombia,10,2,636.0,579.0769230769231,-0.09829968119022313,South America
Colombia,10,3,740.0,579.0769230769231,-0.27789585547290113,South America
Colombia,10,4,697.0,579.0769230769231,-0.2036397449521785,South America
Colombia,10,5,662.0,579.0769230769231,-0.14319872476089263,South America
Colombia,10,6,610.0,579.0769230769231,-0.05340063761955363,South America
Colombia,11,0,770.0,579.0769230769231,-0.32970244420828904,South America
Colombia,11,1,720.0,579.0769230769231,-0.2433581296493092,South America
Colombia,11,2,629.0,579.0769230769231,-0.08621147715196596,South America
Colombia,11,3,605.0,579.0769230769231,-0.044766206163655654,South America
Colombia,11,4,663.0,579.0769230769231,-0.14492561105207222,South America
Colombia,11,5,608.0,579.0769230769231,-0.04994686503719444,South America
Colombia,11,6,505.0,579.0769230769231,0.12792242295430395,South America
Colombia,12,0,594.0,579.0769230769231,-0.025770456960680095,South America
Colombia,12,1,581.0,579.0769230769231,-0.003320935175345347,South America
Colombia,12,2,418.0,579.0769230769231,0.2781615302869288,South America
Colombia,12,3,394.0,579.0769230769231,0.3196068012752391,South America
Colombia,12,4,362.0,579.0769230769231,0.3748671625929862,South America
Colombia,12,5,347.0,579.0769230769231,0.40077045696068014,South America
Colombia,12,6,287.0,579.0769230769231,0.504383634431456,South America
Colombia,13,0,224.0,579.0769230769231,0.6131774707757705,South America
Colombia,13,1,192.0,579.0769230769231,0.6684378320935176,South America
Colombia,13,2,46.0,579.0769230769231,0.9205632306057385,South America
Colombia,13,3,38.0,579.0769230769231,0.9343783209351754,South America
Colombia,13,4,48.0,579.0769230769231,0.9171094580233794,South America
Colombia,13,5,41.0,579.0769230769231,0.9291976620616366,South America
Colombia,13,6,44.0,579.0769230769231,0.9240170031880978,South America
Colombia,14,0,27.0,579.0769230769231,0.9533740701381509,South America
Colombia,14,1,35.0,579.0769230769231,0.9395589798087142,South America
Colombia,14,2,29.0,579.0769230769231,0.9499202975557917,South America
Colombia,14,3,39.0,579.0769230769231,0.9326514346439958,South America
Colombia,14,4,53.0,579.0769230769231,0.9084750265674814,South America
Colombia,14,5,46.0,579.0769230769231,0.9205632306057385,South America
Colombia,14,6,34.0,579.0769230769231,0.9412858660998937,South America
Colombia,15,0,30.0,579.0769230769231,0.9481934112646121,South America
Colombia,15,1,36.0,579.0769230769231,0.9378320935175345,South America
Colombia,15,2,48.0,579.0769230769231,0.9171094580233794,South America
Colombia,15,3,43.0,579.0769230769231,0.9257438894792773,South America
Colombia,15,4,38.0,579.0769230769231,0.9343783209351754,South America
Colombia,15,5,36.0,579.0769230769231,0.9378320935175345,South America
Colombia,15,6,46.0,579.0769230769231,0.9205632306057385,South America
Colombia,16,0,31.0,579.0769230769231,0.9464665249734325,South America
Colombia,16,1,42.0,579.0769230769231,0.927470775770457,South America
Colombia,16,2,59.0,579.0769230769231,0.8981137088204039,South America
Colombia,16,3,60.0,579.0769230769231,0.8963868225292242,South America
Colombia,16,4,50.0,579.0769230769231,0.9136556854410202,South America
Colombia,16,5,53.0,579.0769230769231,0.9084750265674814,South America
Colombia,16,6,56.0,579.0769230769231,0.9032943676939427,South America
Colombia,17,0,53.0,579.0769230769231,0.9084750265674814,South America
Colombia,17,1,51.0,579.0769230769231,0.9119287991498406,South America
Colombia,17,2,75.0,579.0769230769231,0.8704835281615303,South America
Colombia,17,3,60.0,579.0769230769231,0.8963868225292242,South America
Colombia,17,4,64.0,579.0769230769231,0.8894792773645058,South America
Colombia,17,5,57.0,579.0769230769231,0.901567481402763,South America
Colombia,17,6,55.0,579.0769230769231,0.9050212539851222,South America
Colombia,18,0,49.0,579.0769230769231,0.9153825717321998,South America
Colombia,18,1,53.0,579.0769230769231,0.9084750265674814,South America
Colombia,18,2,77.0,579.0769230769231,0.8670297555791711,South America
Colombia,18,3,73.0,579.0769230769231,0.8739373007438895,South America
Colombia,18,4,75.0,579.0769230769231,0.8704835281615303,South America
Colombia,18,5,62.0,579.0769230769231,0.8929330499468651,South America
Colombia,18,6,55.0,579.0769230769231,0.9050212539851222,South America
Colombia,19,0,45.0,579.0769230769231,0.9222901168969182,South America
Colombia,19,1,58.0,579.0769230769231,0.8998405951115834,South America
Colombia,19,2,53.0,579.0769230769231,0.9084750265674814,South America
Colombia,19,3,61.0,579.0769230769231,0.8946599362380446,South America
Colombia,19,4,46.0,579.0769230769231,0.9205632306057385,South America
Colombia,19,5,43.0,579.0769230769231,0.9257438894792773,South America
Colombia,19,6,42.0,579.0769230769231,0.927470775770457,South America
Colombia,20,0,33.0,579.0769230769231,0.9430127523910733,South America
Colombia,20,1,40.0,579.0769230769231,0.9309245483528161,South America
Colombia,20,2,53.0,579.0769230769231,0.9084750265674814,South America
Colombia,20,3,45.0,579.0769230769231,0.9222901168969182,South America
Colombia,20,4,64.0,579.0769230769231,0.8894792773645058,South America
Colombia,20,5,62.0,579.0769230769231,0.8929330499468651,South America
Colombia,20,6,43.0,579.0769230769231,0.9257438894792773,South America
Colombia,21,0,32.0,579.0769230769231,0.944739638682253,South America
Colombia,21,1,44.0,579.0769230769231,0.9240170031880978,South America
Colombia,21,2,59.0,579.0769230769231,0.8981137088204039,South America
Colombia,21,3,58.0,579.0769230769231,0.8998405951115834,South America
Colombia,21,4,58.0,579.0769230769231,0.8998405951115834,South America
Colombia,21,5,48.0,579.0769230769231,0.9171094580233794,South America
Colombia,21,6,37.0,579.0769230769231,0.9361052072263549,South America
Colombia,22,0,41.0,579.0769230769231,0.9291976620616366,South America
Colombia,22,1,51.0,579.0769230769231,0.9119287991498406,South America
Colombia,22,2,48.0,579.0769230769231,0.9171094580233794,South America
Colombia,22,3,44.0,579.0769230769231,0.9240170031880978,South America
Costa Rica,5,0,140.0,133.53846153846155,-0.04838709677419348,North America
Costa Rica,5,1,150.0,133.53846153846155,-0.12327188940092158,North America
Costa Rica,5,2,134.0,133.53846153846155,-0.0034562211981566163,North America
Costa Rica,5,3,151.0,133.53846153846155,-0.1307603686635944,North America
Costa Rica,5,4,129.0,133.53846153846155,0.033986175115207434,North America
Costa Rica,5,5,137.0,133.53846153846155,-0.025921658986175048,North America
Costa Rica,5,6,146.0,133.53846153846155,-0.09331797235023034,North America
Costa Rica,6,0,113.0,133.53846153846155,0.1538018433179724,North America
Costa Rica,6,1,126.0,133.53846153846155,0.05645161290322587,North America
Costa Rica,6,2,134.0,133.53846153846155,-0.0034562211981566163,North America
Costa Rica,6,3,147.0,133.53846153846155,-0.10080645161290315,North America
Costa Rica,6,4,137.0,133.53846153846155,-0.025921658986175048,North America
Costa Rica,6,5,165.0,133.53846153846155,-0.23559907834101373,North America
Costa Rica,6,6,139.0,133.53846153846155,-0.04089861751152067,North America
Costa Rica,7,0,112.0,133.53846153846155,0.1612903225806452,North America
Costa Rica,7,1,134.0,133.53846153846155,-0.0034562211981566163,North America
Costa Rica,7,2,148.0,133.53846153846155,-0.10829493087557597,North America
Costa Rica,7,3,144.0,133.53846153846155,-0.07834101382488472,North America
Costa Rica,7,4,143.0,133.53846153846155,-0.07085253456221191,North America
Costa Rica,7,5,117.0,133.53846153846155,0.12384792626728117,North America
Costa Rica,7,6,139.0,133.53846153846155,-0.04089861751152067,North America
Costa Rica,8,0,124.0,133.53846153846155,0.0714285714285715,North America
Costa Rica,8,1,137.0,133.53846153846155,-0.025921658986175048,North America
Costa Rica,8,2,133.0,133.53846153846155,0.004032258064516194,North America
Costa Rica,8,3,125.0,133.53846153846155,0.06394009216589867,North America
Costa Rica,8,4,138.0,133.53846153846155,-0.03341013824884786,North America
Costa Rica,8,5,145.0,133.53846153846155,-0.08582949308755754,North America
Costa Rica,8,6,145.0,133.53846153846155,-0.08582949308755754,North America
Costa Rica,9,0,141.0,133.53846153846155,-0.05587557603686629,North America
Costa Rica,9,1,143.0,133.53846153846155,-0.07085253456221191,North America
Costa Rica,9,2,132.0,133.53846153846155,0.011520737327189005,North America
Costa Rica,9,3,139.0,133.53846153846155,-0.04089861751152067,North America
Costa Rica,9,4,135.0,133.53846153846155,-0.010944700460829427,North America
Costa Rica,9,5,136.0,133.53846153846155,-0.018433179723502238,North America
Costa Rica,9,6,144.0,133.53846153846155,-0.07834101382488472,North America
Costa Rica,10,0,125.0,133.53846153846155,0.06394009216589867,North America
Costa Rica,10,1,124.0,133.53846153846155,0.0714285714285715,North America
Costa Rica,10,2,131.0,133.53846153846155,0.019009216589861815,North America
Costa Rica,10,3,132.0,133.53846153846155,0.011520737327189005,North America
Costa Rica,10,4,127.0,133.53846153846155,0.04896313364055306,North America
Costa Rica,10,5,148.0,133.53846153846155,-0.10829493087557597,North America
Costa Rica,10,6,156.0,133.53846153846155,-0.16820276497695844,North America
Costa Rica,11,0,137.0,133.53846153846155,-0.025921658986175048,North America
Costa Rica,11,1,130.0,133.53846153846155,0.026497695852534624,North America
Costa Rica,11,2,145.0,133.53846153846155,-0.08582949308755754,North America
Costa Rica,11,3,137.0,133.53846153846155,-0.025921658986175048,North America
Costa Rica,11,4,142.0,133.53846153846155,-0.0633640552995391,North America
Costa Rica,11,5,153.0,133.53846153846155,-0.14573732718894003,North America
Costa Rica,11,6,140.0,133.53846153846155,-0.04838709677419348,North America
Costa Rica,12,0,106.0,133.53846153846155,0.20622119815668208,North America
Costa Rica,12,1,110.0,133.53846153846155,0.17626728110599083,North America
Costa Rica,12,2,115.0,133.53846153846155,0.13882488479262678,North America
Costa Rica,12,3,99.0,133.53846153846155,0.25864055299539174,North America
Costa Rica,12,4,86.0,133.53846153846155,0.3559907834101383,North America
Costa Rica,12,5,89.0,133.53846153846155,0.3335253456221199,North America
Costa Rica,12,6,55.0,133.53846153846155,0.5881336405529954,North America
Costa Rica,13,0,41.0,133.53846153846155,0.6929723502304148,North America
Costa Rica,13,1,50.0,133.53846153846155,0.6255760368663594,North America
Costa Rica,13,2,39.0,133.53846153846155,0.7079493087557603,North America
Costa Rica,13,3,30.0,133.53846153846155,0.7753456221198157,North America
Costa Rica,13,4,28.0,133.53846153846155,0.7903225806451613,North America
Costa Rica,13,5,23.0,133.53846153846155,0.8277649769585254,North America
Costa Rica,13,6,17.0,133.53846153846155,0.8726958525345622,North America
Costa Rica,14,0,8.0,133.53846153846155,0.9400921658986175,North America
Costa Rica,14,1,18.0,133.53846153846155,0.8652073732718895,North America
Costa Rica,14,2,16.0,133.53846153846155,0.880184331797235,North America
Costa Rica,14,3,20.0,133.53846153846155,0.8502304147465438,North America
Costa Rica,14,4,12.0,133.53846153846155,0.9101382488479263,North America
Costa Rica,14,5,13.0,133.53846153846155,0.9026497695852534,North America
Costa Rica,14,6,9.0,133.53846153846155,0.9326036866359447,North America
Costa Rica,15,0,5.0,133.53846153846155,0.9625576036866359,North America
Costa Rica,15,1,16.0,133.53846153846155,0.880184331797235,North America
Costa Rica,15,2,14.0,133.53846153846155,0.8951612903225806,North America
Costa Rica,15,3,14.0,133.53846153846155,0.8951612903225806,North America
Costa Rica,15,4,6.0,133.53846153846155,0.9550691244239632,North America
Costa Rica,15,5,2.0,133.53846153846155,0.9850230414746544,North America
Costa Rica,15,6,9.0,133.53846153846155,0.9326036866359447,North America
Costa Rica,16,0,3.0,133.53846153846155,0.9775345622119815,North America
Costa Rica,16,1,11.0,133.53846153846155,0.9176267281105991,North America
Costa Rica,16,2,11.0,133.53846153846155,0.9176267281105991,North America
Costa Rica,16,3,16.0,133.53846153846155,0.880184331797235,North America
Costa Rica,16,4,14.0,133.53846153846155,0.8951612903225806,North America
Costa Rica,16,5,12.0,133.53846153846155,0.9101382488479263,North America
Costa Rica,16,6,9.0,133.53846153846155,0.9326036866359447,North America
Costa Rica,17,0,5.0,133.53846153846155,0.9625576036866359,North America
Costa Rica,17,1,7.0,133.53846153846155,0.9475806451612904,North America
Costa Rica,17,2,17.0,133.53846153846155,0.8726958525345622,North America
Costa Rica,17,3,14.0,133.53846153846155,0.8951612903225806,North America
Costa Rica,17,4,3.0,133.53846153846155,0.9775345622119815,North America
Costa Rica,17,5,3.0,133.53846153846155,0.9775345622119815,North America
Costa Rica,17,6,5.0,133.53846153846155,0.9625576036866359,North America
Costa Rica,18,0,20.0,133.53846153846155,0.8502304147465438,North America
Costa Rica,18,1,28.0,133.53846153846155,0.7903225806451613,North America
Costa Rica,18,2,19.0,133.53846153846155,0.8577188940092166,North America
Costa Rica,18,3,24.0,133.53846153846155,0.8202764976958525,North America
Costa Rica,18,4,15.0,133.53846153846155,0.8876728110599078,North America
Costa Rica,18,5,14.0,133.53846153846155,0.8951612903225806,North America
Costa Rica,18,6,16.0,133.53846153846155,0.880184331797235,North America
Costa Rica,19,0,14.0,133.53846153846155,0.8951612903225806,North America
Costa Rica,19,1,19.0,133.53846153846155,0.8577188940092166,North America
Costa Rica,19,2,18.0,133.53846153846155,0.8652073732718895,North America
Costa Rica,19,3,18.0,133.53846153846155,0.8652073732718895,North America
Costa Rica,19,4,20.0,133.53846153846155,0.8502304147465438,North America
Costa Rica,19,5,18.0,133.53846153846155,0.8652073732718895,North America
Costa Rica,19,6,10.0,133.53846153846155,0.9251152073732719,North America
Costa Rica,20,0,13.0,133.53846153846155,0.9026497695852534,North America
Costa Rica,20,1,21.0,133.53846153846155,0.842741935483871,North America
Costa Rica,20,2,24.0,133.53846153846155,0.8202764976958525,North America
Costa Rica,20,3,19.0,133.53846153846155,0.8577188940092166,North America
Costa Rica,20,4,20.0,133.53846153846155,0.8502304147465438,North America
Costa Rica,20,5,14.0,133.53846153846155,0.8951612903225806,North America
Costa Rica,20,6,10.0,133.53846153846155,0.9251152073732719,North America
Costa Rica,21,0,15.0,133.53846153846155,0.8876728110599078,North America
Costa Rica,21,1,24.0,133.53846153846155,0.8202764976958525,North America
Costa Rica,21,2,20.0,133.53846153846155,0.8502304147465438,North America
Costa Rica,21,3,22.0,133.53846153846155,0.8352534562211982,North America
Costa Rica,21,4,19.0,133.53846153846155,0.8577188940092166,North America
Costa Rica,21,5,19.0,133.53846153846155,0.8577188940092166,North America
Costa Rica,21,6,7.0,133.53846153846155,0.9475806451612904,North America
Costa Rica,22,0,10.0,133.53846153846155,0.9251152073732719,North America
Costa Rica,22,1,23.0,133.53846153846155,0.8277649769585254,North America
Costa Rica,22,2,20.0,133.53846153846155,0.8502304147465438,North America
Costa Rica,22,3,17.0,133.53846153846155,0.8726958525345622,North America
Croatia,5,0,102.0,85.38461538461539,-0.19459459459459458,Europe
Croatia,5,1,88.0,85.38461538461539,-0.030630630630630606,Europe
Croatia,5,2,88.0,85.38461538461539,-0.030630630630630606,Europe
Croatia,5,3,90.0,85.38461538461539,-0.05405405405405403,Europe
Croatia,5,4,101.0,85.38461538461539,-0.18288288288288285,Europe
Croatia,5,5,85.0,85.38461538461539,0.00450450450450453,Europe
Croatia,5,6,85.0,85.38461538461539,0.00450450450450453,Europe
Croatia,6,0,97.0,85.38461538461539,-0.136036036036036,Europe
Croatia,6,1,81.0,85.38461538461539,0.051351351351351375,Europe
Croatia,6,2,94.0,85.38461538461539,-0.10090090090090087,Europe
Croatia,6,3,100.0,85.38461538461539,-0.17117117117117114,Europe
Croatia,6,4,104.0,85.38461538461539,-0.21801801801801798,Europe
Croatia,6,5,88.0,85.38461538461539,-0.030630630630630606,Europe
Croatia,6,6,87.0,85.38461538461539,-0.018918918918918892,Europe
Croatia,7,0,77.0,85.38461538461539,0.09819819819819822,Europe
Croatia,7,1,90.0,85.38461538461539,-0.05405405405405403,Europe
Croatia,7,2,102.0,85.38461538461539,-0.19459459459459458,Europe
Croatia,7,3,108.0,85.38461538461539,-0.2648648648648648,Europe
Croatia,7,4,103.0,85.38461538461539,-0.20630630630630628,Europe
Croatia,7,5,52.0,85.38461538461539,0.390990990990991,Europe
Croatia,7,6,94.0,85.38461538461539,-0.10090090090090087,Europe
Croatia,8,0,101.0,85.38461538461539,-0.18288288288288285,Europe
Croatia,8,1,102.0,85.38461538461539,-0.19459459459459458,Europe
Croatia,8,2,99.0,85.38461538461539,-0.15945945945945944,Europe
Croatia,8,3,97.0,85.38461538461539,-0.136036036036036,Europe
Croatia,8,4,115.0,85.38461538461539,-0.3468468468468468,Europe
Croatia,8,5,96.0,85.38461538461539,-0.12432432432432429,Europe
Croatia,8,6,92.0,85.38461538461539,-0.07747747747747745,Europe
Croatia,9,0,98.0,85.38461538461539,-0.1477477477477477,Europe
Croatia,9,1,103.0,85.38461538461539,-0.20630630630630628,Europe
Croatia,9,2,98.0,85.38461538461539,-0.1477477477477477,Europe
Croatia,9,3,98.0,85.38461538461539,-0.1477477477477477,Europe
Croatia,9,4,104.0,85.38461538461539,-0.21801801801801798,Europe
Croatia,9,5,89.0,85.38461538461539,-0.04234234234234231,Europe
Croatia,9,6,94.0,85.38461538461539,-0.10090090090090087,Europe
