pais,valor_semana,dia_semana,voos_soma,jan_mean,pct_loss,continent
Argentina,9,0,420.0,265.6923076923077,-0.5807759119861031,South America
Argentina,9,1,252.0,265.6923076923077,0.05153445280833811,South America
Argentina,9,2,204.0,265.6923076923077,0.23219455703532133,South America
Argentina,9,3,435.0,265.6923076923077,-0.6372321945570354,South America
Argentina,9,4,439.0,265.6923076923077,-0.6522872032426174,South America
Argentina,9,5,447.0,265.6923076923077,-0.6823972206137812,South America
Argentina,9,6,38.0,265.6923076923077,0.8569774174869716,South America
Argentina,10,0,21.0,265.6923076923077,0.9209612044006948,South America
Argentina,10,1,17.0,265.6923076923077,0.9360162130862768,South America
Argentina,10,2,16.0,265.6923076923077,0.9397799652576723,South America
Argentina,10,3,13.0,265.6923076923077,0.9510712217718588,South America
Argentina,10,4,161.0,265.6923076923077,0.3940359004053271,South America
Argentina,10,5,407.0,265.6923076923077,-0.5318471337579619,South America
Argentina,10,6,401.0,265.6923076923077,-0.509264620729589,South America
Argentina,11,0,422.0,265.6923076923077,-0.5883034163288942,South America
Argentina,11,1,385.0,265.6923076923077,-0.4490445859872612,South America
Argentina,11,2,357.0,265.6923076923077,-0.34365952518818765,South America
Argentina,11,3,330.0,265.6923076923077,-0.2420382165605096,South America
Argentina,11,4,238.0,265.6923076923077,0.10422698320787488,South America
Argentina,11,5,11.0,265.6923076923077,0.9585987261146497,South America
Argentina,11,6,305.0,265.6923076923077,-0.14794441227562252,South America
Argentina,12,0,373.0,265.6923076923077,-0.40387955993051544,South America
Argentina,12,1,321.0,265.6923076923077,-0.20816444701795025,South America
Argentina,12,2,269.0,265.6923076923077,-0.012449334105385111,South America
Argentina,12,3,291.0,265.6923076923077,-0.09525188187608576,South America
Argentina,12,4,140.0,265.6923076923077,0.4730746960046323,South America
Argentina,12,5,100.0,265.6923076923077,0.6236247828604516,South America
Argentina,12,6,25.0,265.6923076923077,0.9059061957151129,South America
Argentina,13,3,28.0,265.6923076923077,0.8946149392009265,South America
Argentina,13,4,27.0,265.6923076923077,0.898378691372322,South America
Argentina,13,5,24.0,265.6923076923077,0.9096699478865083,South America
Argentina,13,6,11.0,265.6923076923077,0.9585987261146497,South America
Argentina,14,0,26.0,265.6923076923077,0.9021424435437174,South America
Argentina,14,1,10.0,265.6923076923077,0.9623624782860452,South America
Argentina,14,2,19.0,265.6923076923077,0.9284887087434858,South America
Argentina,14,3,20.0,265.6923076923077,0.9247249565720903,South America
Argentina,14,4,24.0,265.6923076923077,0.9096699478865083,South America
Argentina,14,5,13.0,265.6923076923077,0.9510712217718588,South America
Argentina,14,6,17.0,265.6923076923077,0.9360162130862768,South America
Argentina,15,0,21.0,265.6923076923077,0.9209612044006948,South America
Argentina,15,1,19.0,265.6923076923077,0.9284887087434858,South America
Argentina,15,2,19.0,265.6923076923077,0.9284887087434858,South America
Argentina,15,3,21.0,265.6923076923077,0.9209612044006948,South America
Argentina,15,4,14.0,265.6923076923077,0.9473074696004632,South America
Argentina,15,5,7.0,265.6923076923077,0.9736537348002317,South America
Argentina,15,6,12.0,265.6923076923077,0.9548349739432542,South America
Argentina,16,0,17.0,265.6923076923077,0.9360162130862768,South America
Argentina,16,1,22.0,265.6923076923077,0.9171974522292994,South America
Argentina,16,2,25.0,265.6923076923077,0.9059061957151129,South America
Argentina,16,3,19.0,265.6923076923077,0.9284887087434858,South America
Argentina,16,4,22.0,265.6923076923077,0.9171974522292994,South America
Argentina,16,5,23.0,265.6923076923077,0.9134337000579039,South America
Argentina,16,6,15.0,265.6923076923077,0.9435437174290677,South America
Argentina,17,0,24.0,265.6923076923077,0.9096699478865083,South America
Argentina,17,1,28.0,265.6923076923077,0.8946149392009265,South America
Argentina,17,2,23.0,265.6923076923077,0.9134337000579039,South America
Argentina,17,3,23.0,265.6923076923077,0.9134337000579039,South America
Argentina,17,4,20.0,265.6923076923077,0.9247249565720903,South America
Argentina,17,5,22.0,265.6923076923077,0.9171974522292994,South America
Argentina,17,6,15.0,265.6923076923077,0.9435437174290677,South America
Argentina,18,0,18.0,265.6923076923077,0.9322524609148813,South America
Argentina,18,1,14.0,265.6923076923077,0.9473074696004632,South America
Argentina,18,2,32.0,265.6923076923077,0.8795599305153445,South America
Argentina,18,3,17.0,265.6923076923077,0.9360162130862768,South America
Argentina,18,4,22.0,265.6923076923077,0.9171974522292994,South America
Argentina,18,5,21.0,265.6923076923077,0.9209612044006948,South America
Argentina,18,6,13.0,265.6923076923077,0.9510712217718588,South America
Argentina,19,0,20.0,265.6923076923077,0.9247249565720903,South America
Argentina,19,1,28.0,265.6923076923077,0.8946149392009265,South America
Argentina,19,2,39.0,265.6923076923077,0.8532136653155762,South America
Argentina,19,3,39.0,265.6923076923077,0.8532136653155762,South America
Argentina,19,4,26.0,265.6923076923077,0.9021424435437174,South America
Argentina,19,5,16.0,265.6923076923077,0.9397799652576723,South America
Argentina,19,6,17.0,265.6923076923077,0.9360162130862768,South America
Argentina,20,0,26.0,265.6923076923077,0.9021424435437174,South America
Argentina,20,1,41.0,265.6923076923077,0.8456861609727852,South America
Argentina,20,2,32.0,265.6923076923077,0.8795599305153445,South America
Argentina,20,3,33.0,265.6923076923077,0.8757961783439491,South America
Argentina,20,4,30.0,265.6923076923077,0.8870874348581355,South America
Argentina,20,5,21.0,265.6923076923077,0.9209612044006948,South America
Argentina,20,6,13.0,265.6923076923077,0.9510712217718588,South America
Argentina,21,0,45.0,265.6923076923077,0.8306311522872032,South America
Argentina,21,1,28.0,265.6923076923077,0.8946149392009265,South America
Argentina,21,2,36.0,265.6923076923077,0.8645049218297626,South America
Argentina,21,3,30.0,265.6923076923077,0.8870874348581355,South America
Argentina,21,4,33.0,265.6923076923077,0.8757961783439491,South America
Argentina,21,5,38.0,265.6923076923077,0.8569774174869716,South America
Argentina,21,6,15.0,265.6923076923077,0.9435437174290677,South America
Argentina,22,0,29.0,265.6923076923077,0.8908511870295309,South America
Argentina,22,1,36.0,265.6923076923077,0.8645049218297626,South America
Argentina,22,2,50.0,265.6923076923077,0.8118123914302258,South America
Argentina,22,3,33.0,265.6923076923077,0.8757961783439491,South America
Armenia,5,0,50.0,57.73076923076923,0.13391072618254501,Asia
Armenia,5,1,51.0,57.73076923076923,0.11658894070619591,Asia
Armenia,5,2,48.0,57.73076923076923,0.1685542971352432,Asia
Armenia,5,3,41.0,57.73076923076923,0.2898067954696869,Asia
Armenia,5,4,54.0,57.73076923076923,0.06462358427714861,Asia
Armenia,5,5,60.0,57.73076923076923,-0.03930712858094599,Asia
Armenia,5,6,56.0,57.73076923076923,0.02998001332445041,Asia
Armenia,6,0,57.0,57.73076923076923,0.012658227848101312,Asia
Armenia,6,1,51.0,57.73076923076923,0.11658894070619591,Asia
Armenia,6,2,43.0,57.73076923076923,0.2551632245169887,Asia
Armenia,6,3,25.0,57.73076923076923,0.5669553630912725,Asia
Armenia,6,4,16.0,57.73076923076923,0.7228514323784144,Asia
Armenia,6,5,51.0,57.73076923076923,0.11658894070619591,Asia
Armenia,6,6,55.0,57.73076923076923,0.04730179880079951,Asia
Armenia,7,0,49.0,57.73076923076923,0.15123251165889412,Asia
Armenia,7,1,53.0,57.73076923076923,0.08194536975349771,Asia
Armenia,7,2,43.0,57.73076923076923,0.2551632245169887,Asia
Armenia,7,3,53.0,57.73076923076923,0.08194536975349771,Asia
Armenia,7,4,59.0,57.73076923076923,-0.021985343104596888,Asia
Armenia,7,5,61.0,57.73076923076923,-0.05662891405729509,Asia
Armenia,7,6,36.0,57.73076923076923,0.37641572285143243,Asia
Armenia,8,0,64.0,57.73076923076923,-0.10859427048634239,Asia
Armenia,8,1,58.0,57.73076923076923,-0.004663557628247788,Asia
Armenia,8,2,46.0,57.73076923076923,0.2031978680879414,Asia
Armenia,8,3,48.0,57.73076923076923,0.1685542971352432,Asia
Armenia,8,4,54.0,57.73076923076923,0.06462358427714861,Asia
Armenia,8,5,60.0,57.73076923076923,-0.03930712858094599,Asia
Armenia,8,6,54.0,57.73076923076923,0.06462358427714861,Asia
Armenia,9,0,59.0,57.73076923076923,-0.021985343104596888,Asia
Armenia,9,1,56.0,57.73076923076923,0.02998001332445041,Asia
Armenia,9,2,50.0,57.73076923076923,0.13391072618254501,Asia
Armenia,9,3,43.0,57.73076923076923,0.2551632245169887,Asia
Armenia,9,4,54.0,57.73076923076923,0.06462358427714861,Asia
Armenia,9,5,49.0,57.73076923076923,0.15123251165889412,Asia
Armenia,9,6,36.0,57.73076923076923,0.37641572285143243,Asia
Armenia,10,0,52.0,57.73076923076923,0.09926715522984682,Asia
Armenia,10,1,57.0,57.73076923076923,0.012658227848101312,Asia
Armenia,10,2,54.0,57.73076923076923,0.06462358427714861,Asia
Armenia,10,3,49.0,57.73076923076923,0.15123251165889412,Asia
Armenia,10,4,48.0,57.73076923076923,0.1685542971352432,Asia
Armenia,10,5,14.0,57.73076923076923,0.7574950033311126,Asia
Armenia,10,6,38.0,57.73076923076923,0.3417721518987342,Asia
Armenia,11,0,62.0,57.73076923076923,-0.07395069953364419,Asia
Armenia,11,1,62.0,57.73076923076923,-0.07395069953364419,Asia
Armenia,11,2,43.0,57.73076923076923,0.2551632245169887,Asia
Armenia,11,3,45.0,57.73076923076923,0.2205196535642905,Asia
Armenia,11,4,58.0,57.73076923076923,-0.004663557628247788,Asia
Armenia,11,5,58.0,57.73076923076923,-0.004663557628247788,Asia
Armenia,11,6,54.0,57.73076923076923,0.06462358427714861,Asia
Armenia,12,0,58.0,57.73076923076923,-0.004663557628247788,Asia
Armenia,12,1,46.0,57.73076923076923,0.2031978680879414,Asia
Armenia,12,2,39.0,57.73076923076923,0.3244503664223851,Asia
Armenia,12,3,19.0,57.73076923076923,0.6708860759493671,Asia
Armenia,12,4,34.0,57.73076923076923,0.4110592938041306,Asia
Armenia,12,5,12.0,57.73076923076923,0.7921385742838108,Asia
Armenia,13,0,12.0,57.73076923076923,0.7921385742838108,Asia
Armenia,13,1,13.0,57.73076923076923,0.7748167888074617,Asia
Armenia,13,2,10.0,57.73076923076923,0.826782145236509,Asia
Armenia,13,3,11.0,57.73076923076923,0.80946035976016,Asia
Armenia,13,4,9.0,57.73076923076923,0.844103930712858,Asia
Armenia,13,5,12.0,57.73076923076923,0.7921385742838108,Asia
Armenia,13,6,8.0,57.73076923076923,0.8614257161892072,Asia
Armenia,14,0,9.0,57.73076923076923,0.844103930712858,Asia
Armenia,14,1,3.0,57.73076923076923,0.9480346435709527,Asia
Armenia,14,2,4.0,57.73076923076923,0.9307128580946036,Asia
Armenia,14,3,2.0,57.73076923076923,0.9653564290473018,Asia
Armenia,14,4,6.0,57.73076923076923,0.8960692871419054,Asia
Armenia,14,5,3.0,57.73076923076923,0.9480346435709527,Asia
Armenia,14,6,3.0,57.73076923076923,0.9480346435709527,Asia
Armenia,15,0,4.0,57.73076923076923,0.9307128580946036,Asia
Armenia,15,1,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,15,2,4.0,57.73076923076923,0.9307128580946036,Asia
Armenia,15,3,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,15,4,4.0,57.73076923076923,0.9307128580946036,Asia
Armenia,15,5,1.0,57.73076923076923,0.9826782145236509,Asia
Armenia,15,6,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,16,0,6.0,57.73076923076923,0.8960692871419054,Asia
Armenia,16,1,2.0,57.73076923076923,0.9653564290473018,Asia
Armenia,16,2,4.0,57.73076923076923,0.9307128580946036,Asia
Armenia,16,3,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,16,4,10.0,57.73076923076923,0.826782145236509,Asia
Armenia,16,5,4.0,57.73076923076923,0.9307128580946036,Asia
Armenia,16,6,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,17,0,7.0,57.73076923076923,0.8787475016655563,Asia
Armenia,17,1,4.0,57.73076923076923,0.9307128580946036,Asia
Armenia,17,2,7.0,57.73076923076923,0.8787475016655563,Asia
Armenia,17,3,12.0,57.73076923076923,0.7921385742838108,Asia
Armenia,17,4,10.0,57.73076923076923,0.826782145236509,Asia
Armenia,17,5,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,17,6,6.0,57.73076923076923,0.8960692871419054,Asia
Armenia,18,0,12.0,57.73076923076923,0.7921385742838108,Asia
Armenia,18,1,10.0,57.73076923076923,0.826782145236509,Asia
Armenia,18,2,6.0,57.73076923076923,0.8960692871419054,Asia
Armenia,18,3,8.0,57.73076923076923,0.8614257161892072,Asia
Armenia,18,4,9.0,57.73076923076923,0.844103930712858,Asia
Armenia,18,5,3.0,57.73076923076923,0.9480346435709527,Asia
Armenia,18,6,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,19,0,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,19,1,7.0,57.73076923076923,0.8787475016655563,Asia
Armenia,19,2,4.0,57.73076923076923,0.9307128580946036,Asia
Armenia,19,3,3.0,57.73076923076923,0.9480346435709527,Asia
Armenia,19,4,4.0,57.73076923076923,0.9307128580946036,Asia
Armenia,19,5,4.0,57.73076923076923,0.9307128580946036,Asia
Armenia,19,6,8.0,57.73076923076923,0.8614257161892072,Asia
Armenia,20,0,1.0,57.73076923076923,0.9826782145236509,Asia
Armenia,20,1,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,20,2,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,20,3,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,20,4,10.0,57.73076923076923,0.826782145236509,Asia
Armenia,20,5,1.0,57.73076923076923,0.9826782145236509,Asia
Armenia,20,6,7.0,57.73076923076923,0.8787475016655563,Asia
Armenia,21,0,3.0,57.73076923076923,0.9480346435709527,Asia
Armenia,21,1,6.0,57.73076923076923,0.8960692871419054,Asia
Armenia,21,2,9.0,57.73076923076923,0.844103930712858,Asia
Armenia,21,3,3.0,57.73076923076923,0.9480346435709527,Asia
Armenia,21,4,6.0,57.73076923076923,0.8960692871419054,Asia
Armenia,21,5,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,21,6,5.0,57.73076923076923,0.9133910726182545,Asia
Armenia,22,0,6.0,57.73076923076923,0.8960692871419054,Asia
Armenia,22,1,6.0,57.73076923076923,0.8960692871419054,Asia
Armenia,22,2,4.0,57.73076923076923,0.9307128580946036,Asia
Armenia,22,3,6.0,57.73076923076923,0.8960692871419054,Asia
Australia,5,0,4812.0,4276.2307692307695,-0.12529006493856912,Oceania
Australia,5,1,5424.0,4276.2307692307695,-0.2684067564893597,Oceania
Australia,5,2,5436.0,4276.2307692307695,-0.2712129661276105,Oceania
Australia,5,3,4864.0,4276.2307692307695,-0.13745030670432257,Oceania
Australia,5,4,4327.0,4276.2307692307695,-0.011872425392599455,Oceania
Australia,5,5,3247.0,4276.2307692307695,0.24068644204997217,Oceania
Australia,5,6,4320.0,4276.2307692307695,-0.010235469770286491,Oceania
Australia,6,0,4953.0,4276.2307692307695,-0.15826302818801596,Oceania
Australia,6,1,5114.0,4276.2307692307695,-0.19591300750121415,Oceania
Australia,6,2,5272.0,4276.2307692307695,-0.23286143440484963,Oceania
Australia,6,3,4799.0,4276.2307692307695,-0.12225000449713076,Oceania
Australia,6,4,4263.0,4276.2307692307695,0.003094026011404789,Oceania
Australia,6,5,2792.0,4276.2307692307695,0.34708855750031486,Oceania
Australia,6,6,3387.0,4276.2307692307695,0.20794732960371287,Oceania
Australia,7,0,4595.0,4276.2307692307695,-0.07454444064686723,Oceania
Australia,7,1,4765.0,4276.2307692307695,-0.1142990771887535,Oceania
Australia,7,2,4815.0,4276.2307692307695,-0.12599161734813183,Oceania
Australia,7,3,5131.0,4276.2307692307695,-0.19988847115540279,Oceania
Australia,7,4,4555.0,4276.2307692307695,-0.06519040851936457,Oceania
Australia,7,5,2738.0,4276.2307692307695,0.35971650087244345,Oceania
Australia,7,6,4513.0,4276.2307692307695,-0.05536867478548679,Oceania
Australia,8,0,4965.0,4276.2307692307695,-0.16106923782626675,Oceania
Australia,8,1,4711.0,4276.2307692307695,-0.10167113381662492,Oceania
Australia,8,2,5186.0,4276.2307692307695,-0.21275026533071892,Oceania
Australia,8,3,5641.0,4276.2307692307695,-0.3191523807810616,Oceania
Australia,8,4,5107.0,4276.2307692307695,-0.19427605187890118,Oceania
Australia,8,5,3468.0,4276.2307692307695,0.18900541454552,Oceania
Australia,8,6,4595.0,4276.2307692307695,-0.07454444064686723,Oceania
Australia,9,0,5027.0,4276.2307692307695,-0.1755679876238959,Oceania
Australia,9,1,5152.0,4276.2307692307695,-0.20479933802234165,Oceania
Australia,9,2,5042.0,4276.2307692307695,-0.17907574967170936,Oceania
Australia,9,3,5213.0,4276.2307692307695,-0.2190642370167832,Oceania
Australia,9,4,4966.0,4276.2307692307695,-0.16130308862945433,Oceania
Australia,9,5,3489.0,4276.2307692307695,0.1840945476785811,Oceania
Australia,9,6,4682.0,4276.2307692307695,-0.0948894605241855,Oceania
Australia,10,0,5189.0,4276.2307692307695,-0.21345181774028163,Oceania
Australia,10,1,5124.0,4276.2307692307695,-0.1982515155330898,Oceania
Australia,10,2,4881.0,4276.2307692307695,-0.1414257703585112,Oceania
Australia,10,3,4711.0,4276.2307692307695,-0.10167113381662492,Oceania
Australia,10,4,4597.0,4276.2307692307695,-0.07501214225324236,Oceania
Australia,10,5,3280.0,4276.2307692307695,0.23296936554478248,Oceania
Australia,10,6,4205.0,4276.2307692307695,0.016657372596283634,Oceania
Australia,11,0,4867.0,4276.2307692307695,-0.13815185911388528,Oceania
Australia,11,1,5423.0,4276.2307692307695,-0.26817290568617214,Oceania
Australia,11,2,5712.0,4276.2307692307695,-0.3357557878073788,Oceania
Australia,11,3,5507.0,4276.2307692307695,-0.2878163731539277,Oceania
Australia,11,4,4577.0,4276.2307692307695,-0.07033512618949103,Oceania
Australia,11,5,3107.0,4276.2307692307695,0.27342555449623146,Oceania
Australia,11,6,4259.0,4276.2307692307695,0.004029429224155054,Oceania
Australia,12,0,4957.0,4276.2307692307695,-0.15919843140076623,Oceania
Australia,12,1,4896.0,4276.2307692307695,-0.1449335324063247,Oceania
Australia,12,2,4838.0,4276.2307692307695,-0.13137018582144586,Oceania
