pais,valor_semana,dia_semana,voos_soma
Croatia,4,0,85.0
Croatia,4,1,89.0
Croatia,4,2,97.0
Croatia,4,3,89.0
Croatia,4,4,112.0
Croatia,4,5,70.0
Croatia,4,6,86.0
Croatia,5,0,102.0
Croatia,5,1,88.0
Croatia,5,2,88.0
Croatia,5,3,90.0
Croatia,5,4,101.0
Croatia,5,5,85.0
Croatia,5,6,85.0
Croatia,6,0,97.0
Croatia,6,1,81.0
Croatia,6,2,94.0
Croatia,6,3,100.0
Croatia,6,4,104.0
Croatia,6,5,88.0
Croatia,6,6,87.0
Croatia,7,0,77.0
Croatia,7,1,90.0
Croatia,7,2,102.0
Croatia,7,3,108.0
Croatia,7,4,103.0
Croatia,7,5,52.0
Croatia,7,6,94.0
Croatia,8,0,101.0
Croatia,8,1,102.0
Croatia,8,2,99.0
Croatia,8,3,97.0
Croatia,8,4,115.0
Croatia,8,5,96.0
Croatia,8,6,92.0
Croatia,9,0,98.0
Croatia,9,1,103.0
Croatia,9,2,98.0
Croatia,9,3,98.0
Croatia,9,4,104.0
Croatia,9,5,89.0
Croatia,9,6,94.0
Croatia,10,0,108.0
Croatia,10,1,98.0
Croatia,10,2,111.0
Croatia,10,3,124.0
Croatia,10,4,115.0
Croatia,10,5,84.0
Croatia,10,6,92.0
Croatia,11,0,88.0
Croatia,11,1,92.0
Croatia,11,2,84.0
Croatia,11,3,109.0
Croatia,11,4,94.0
Croatia,11,5,84.0
Croatia,11,6,82.0
Croatia,12,0,86.0
Croatia,12,1,82.0
Croatia,12,2,73.0
Croatia,12,3,67.0
Croatia,12,4,62.0
Croatia,12,5,34.0
Croatia,12,6,22.0
Croatia,13,0,37.0
Croatia,13,1,38.0
Croatia,13,2,32.0
Croatia,13,3,24.0
Croatia,13,4,29.0
Croatia,13,5,16.0
Croatia,13,6,13.0
Croatia,14,0,21.0
Croatia,14,1,16.0
Croatia,14,2,20.0
Croatia,14,3,20.0
Croatia,14,4,25.0
Croatia,14,5,14.0
Croatia,14,6,4.0
Croatia,15,0,14.0
Croatia,15,1,8.0
Croatia,15,2,9.0
Croatia,15,3,8.0
Croatia,15,4,11.0
Croatia,15,5,2.0
Croatia,15,6,6.0
Croatia,16,0,7.0
Croatia,16,1,18.0
Croatia,16,2,12.0
Croatia,16,3,12.0
Croatia,16,4,7.0
Croatia,16,5,10.0
Croatia,16,6,5.0
Croatia,17,0,10.0
Croatia,17,1,10.0
Croatia,17,2,18.0
Croatia,17,3,8.0
Croatia,17,4,16.0
Croatia,17,5,6.0
Croatia,17,6,8.0
Croatia,18,0,12.0
Croatia,18,1,8.0
Croatia,18,2,6.0
Croatia,18,3,14.0
Croatia,18,4,4.0
Croatia,18,5,11.0
Croatia,18,6,7.0
Croatia,19,0,12.0
Croatia,19,1,8.0
Croatia,19,2,12.0
Croatia,19,3,17.0
Croatia,19,4,15.0
Croatia,19,5,11.0
Croatia,19,6,10.0
Croatia,20,0,25.0
Croatia,20,1,24.0
Croatia,20,2,20.0
Croatia,20,3,28.0
Croatia,20,4,27.0
Croatia,20,5,11.0
Croatia,20,6,14.0
Croatia,21,0,18.0
Croatia,21,1,21.0
Croatia,21,2,26.0
Croatia,21,3,17.0
Croatia,21,4,34.0
Croatia,21,5,20.0
Croatia,21,6,19.0
Croatia,22,0,25.0
Croatia,22,1,37.0
Croatia,22,2,27.0
Croatia,22,3,42.0
Cyprus,1,3,9.0
Cyprus,2,2,20.0
Cyprus,3,2,39.0
Cyprus,3,3,23.0
Cyprus,3,4,21.0
Cyprus,3,6,30.0
Cyprus,4,0,29.0
Cyprus,5,6,22.0
Cyprus,6,3,4.0
Cyprus,13,5,6.0
Cyprus,13,6,3.0
Cyprus,14,0,16.0
Cyprus,14,1,6.0
Cyprus,14,2,10.0
Cyprus,14,3,8.0
Cyprus,14,4,10.0
Cyprus,14,5,4.0
Cyprus,14,6,3.0
Cyprus,15,0,16.0
Cyprus,15,1,5.0
Cyprus,15,2,9.0
Cyprus,15,3,11.0
Cyprus,15,4,15.0
Cyprus,15,5,1.0
Cyprus,16,0,16.0
Cyprus,16,1,8.0
Cyprus,16,2,9.0
Cyprus,16,3,21.0
Cyprus,16,4,11.0
Cyprus,16,5,5.0
Cyprus,16,6,7.0
Cyprus,17,0,6.0
Cyprus,17,1,13.0
Cyprus,17,2,10.0
Cyprus,17,3,17.0
Cyprus,17,4,20.0
Cyprus,17,5,11.0
Cyprus,17,6,8.0
Cyprus,18,0,18.0
Cyprus,18,1,13.0
Cyprus,18,2,14.0
Cyprus,18,3,23.0
Cyprus,18,4,9.0
Cyprus,18,5,11.0
Cyprus,18,6,3.0
Cyprus,19,0,13.0
Cyprus,19,1,10.0
Cyprus,19,2,21.0
Cyprus,19,3,20.0
Cyprus,19,4,14.0
Cyprus,19,5,13.0
Cyprus,19,6,8.0
Cyprus,20,0,16.0
Cyprus,20,1,9.0
Cyprus,20,2,5.0
Cyprus,20,3,16.0
Cyprus,20,4,18.0
Cyprus,20,5,10.0
Cyprus,20,6,8.0
Cyprus,21,0,27.0
Cyprus,21,1,16.0
Cyprus,21,2,19.0
Cyprus,21,3,19.0
Cyprus,21,4,20.0
Cyprus,21,5,18.0
Cyprus,21,6,6.0
Cyprus,22,0,22.0
Cyprus,22,1,16.0
Cyprus,22,2,22.0
Cyprus,22,3,28.0
Czech Republic,1,2,267.0
Czech Republic,1,3,374.0
Czech Republic,1,4,368.0
Czech Republic,1,5,270.0
Czech Republic,1,6,390.0
Czech Republic,2,0,368.0
Czech Republic,2,1,297.0
Czech Republic,2,2,269.0
Czech Republic,2,3,307.0
Czech Republic,2,4,369.0
Czech Republic,2,5,221.0
Czech Republic,2,6,346.0
Czech Republic,3,0,331.0
Czech Republic,3,1,278.0
Czech Republic,3,2,314.0
Czech Republic,3,3,377.0
Czech Republic,3,4,376.0
Czech Republic,3,5,207.0
Czech Republic,3,6,307.0
Czech Republic,4,0,310.0
Czech Republic,4,1,281.0
Czech Republic,4,2,282.0
Czech Republic,4,3,355.0
Czech Republic,4,4,348.0
Czech Republic,4,5,213.0
Czech Republic,4,6,311.0
Czech Republic,5,0,340.0
Czech Republic,5,1,292.0
Czech Republic,5,2,320.0
Czech Republic,5,3,342.0
Czech Republic,5,4,337.0
Czech Republic,5,5,240.0
Czech Republic,5,6,325.0
Czech Republic,6,0,319.0
Czech Republic,6,1,278.0
Czech Republic,6,2,293.0
Czech Republic,6,3,354.0
Czech Republic,6,4,372.0
Czech Republic,6,5,247.0
Czech Republic,6,6,309.0
Czech Republic,7,0,290.0
Czech Republic,7,1,271.0
Czech Republic,7,2,292.0
Czech Republic,7,3,392.0
Czech Republic,7,4,386.0
Czech Republic,7,5,271.0
Czech Republic,7,6,332.0
Czech Republic,8,0,340.0
Czech Republic,8,1,293.0
Czech Republic,8,2,332.0
Czech Republic,8,3,396.0
Czech Republic,8,4,372.0
Czech Republic,8,5,277.0
Czech Republic,8,6,334.0
Czech Republic,9,0,359.0
Czech Republic,9,1,323.0
Czech Republic,9,2,333.0
Czech Republic,9,3,387.0
Czech Republic,9,4,368.0
Czech Republic,9,5,243.0
Czech Republic,9,6,360.0
Czech Republic,10,0,348.0
Czech Republic,10,1,271.0
Czech Republic,10,2,392.0
Czech Republic,10,3,373.0
Czech Republic,10,4,367.0
Czech Republic,10,5,232.0
Czech Republic,10,6,372.0
Czech Republic,11,0,337.0
Czech Republic,11,1,326.0
Czech Republic,11,2,267.0
Czech Republic,11,3,329.0
Czech Republic,11,4,362.0
Czech Republic,11,5,228.0
Czech Republic,11,6,281.0
Czech Republic,12,0,104.0
Czech Republic,12,1,138.0
Czech Republic,12,2,157.0
Czech Republic,12,3,132.0
Czech Republic,12,4,90.0
Czech Republic,12,5,34.0
Czech Republic,12,6,30.0
Czech Republic,13,0,30.0
Czech Republic,13,1,67.0
Czech Republic,13,2,74.0
Czech Republic,13,3,70.0
Czech Republic,13,4,91.0
Czech Republic,13,5,53.0
Czech Republic,13,6,24.0
Czech Republic,14,0,36.0
Czech Republic,14,1,49.0
Czech Republic,14,2,69.0
Czech Republic,14,3,104.0
Czech Republic,14,4,62.0
Czech Republic,14,5,27.0
Czech Republic,14,6,37.0
Czech Republic,15,0,77.0
Czech Republic,15,1,78.0
Czech Republic,15,2,75.0
Czech Republic,15,3,73.0
Czech Republic,15,4,66.0
Czech Republic,15,5,56.0
Czech Republic,15,6,42.0
Czech Republic,16,0,18.0
Czech Republic,16,1,62.0
Czech Republic,16,2,115.0
Czech Republic,16,3,112.0
Czech Republic,16,4,87.0
Czech Republic,16,5,57.0
Czech Republic,16,6,30.0
Czech Republic,17,0,82.0
Czech Republic,17,1,81.0
Czech Republic,17,2,105.0
Czech Republic,17,3,120.0
Czech Republic,17,4,118.0
Czech Republic,17,5,38.0
Czech Republic,17,6,76.0
Czech Republic,18,0,108.0
Czech Republic,18,1,150.0
Czech Republic,18,2,84.0
Czech Republic,18,3,93.0
Czech Republic,18,4,72.0
Czech Republic,18,5,32.0
Czech Republic,18,6,41.0
Czech Republic,19,0,147.0
Czech Republic,19,1,120.0
Czech Republic,19,2,137.0
Czech Republic,19,3,158.0
Czech Republic,19,4,106.0
Czech Republic,19,5,63.0
Czech Republic,19,6,70.0
Czech Republic,20,0,31.0
Czech Republic,20,1,72.0
Czech Republic,20,2,92.0
Czech Republic,20,3,80.0
Czech Republic,20,4,89.0
Czech Republic,20,5,73.0
Czech Republic,20,6,92.0
Czech Republic,21,0,89.0
Czech Republic,21,1,103.0
Czech Republic,21,2,113.0
Czech Republic,21,3,100.0
Czech Republic,21,4,105.0
Czech Republic,21,5,38.0
Czech Republic,21,6,84.0
Czech Republic,22,0,81.0
Czech Republic,22,1,103.0
Czech Republic,22,2,135.0
Czech Republic,22,3,79.0
Denmark,1,2,503.0
Denmark,1,3,749.0
Denmark,1,4,771.0
Denmark,1,5,579.0
Denmark,1,6,733.0
Denmark,2,0,838.0
Denmark,2,1,775.0
Denmark,2,2,776.0
Denmark,2,3,768.0
Denmark,2,4,841.0
Denmark,2,5,528.0
Denmark,2,6,659.0
Denmark,3,0,845.0
Denmark,3,1,761.0
Denmark,3,2,776.0
Denmark,3,3,818.0
Denmark,3,4,856.0
Denmark,3,5,517.0
Denmark,3,6,721.0
Denmark,4,0,858.0
Denmark,4,1,774.0
Denmark,4,2,811.0
Denmark,4,3,780.0
Denmark,4,4,864.0
Denmark,4,5,506.0
Denmark,4,6,659.0
Denmark,5,0,839.0
Denmark,5,1,752.0
Denmark,5,2,777.0
Denmark,5,3,813.0
Denmark,5,4,840.0
Denmark,5,5,562.0
Denmark,5,6,736.0
Denmark,6,0,855.0
Denmark,6,1,780.0
Denmark,6,2,823.0
Denmark,6,3,872.0
Denmark,6,4,925.0
Denmark,6,5,689.0
Denmark,6,6,649.0
Denmark,7,0,812.0
Denmark,7,1,718.0
Denmark,7,2,760.0
Denmark,7,3,833.0
Denmark,7,4,895.0
Denmark,7,5,659.0
Denmark,7,6,727.0
Denmark,8,0,863.0
Denmark,8,1,790.0
Denmark,8,2,832.0
Denmark,8,3,882.0
Denmark,8,4,912.0
Denmark,8,5,615.0
Denmark,8,6,739.0
Denmark,9,0,904.0
Denmark,9,1,822.0
Denmark,9,2,864.0
Denmark,9,3,875.0
Denmark,9,4,930.0
Denmark,9,5,626.0
Denmark,9,6,766.0
Denmark,10,0,884.0
Denmark,10,1,846.0
Denmark,10,2,851.0
Denmark,10,3,900.0
Denmark,10,4,893.0
Denmark,10,5,634.0
Denmark,10,6,759.0
Denmark,11,0,860.0
Denmark,11,1,789.0
Denmark,11,2,830.0
Denmark,11,3,811.0
Denmark,11,4,838.0
Denmark,11,5,569.0
Denmark,11,6,632.0
Denmark,12,0,567.0
Denmark,12,1,439.0
Denmark,12,2,317.0
Denmark,12,3,336.0
Denmark,12,4,290.0
Denmark,12,5,227.0
Denmark,12,6,170.0
Denmark,13,0,172.0
Denmark,13,1,171.0
Denmark,13,2,162.0
Denmark,13,3,174.0
Denmark,13,4,191.0
Denmark,13,5,85.0
Denmark,13,6,82.0
Denmark,14,0,98.0
Denmark,14,1,146.0
Denmark,14,2,104.0
Denmark,14,3,109.0
Denmark,14,4,104.0
Denmark,14,5,70.0
Denmark,14,6,87.0
Denmark,15,0,105.0
Denmark,15,1,166.0
Denmark,15,2,134.0
Denmark,15,3,92.0
Denmark,15,4,84.0
Denmark,15,5,47.0
Denmark,15,6,49.0
Denmark,16,0,70.0
Denmark,16,1,103.0
Denmark,16,2,114.0
Denmark,16,3,115.0
Denmark,16,4,151.0
Denmark,16,5,116.0
Denmark,16,6,96.0
Denmark,17,0,146.0
Denmark,17,1,131.0
Denmark,17,2,184.0
Denmark,17,3,185.0
Denmark,17,4,137.0
Denmark,17,5,85.0
Denmark,17,6,93.0
Denmark,18,0,101.0
Denmark,18,1,146.0
Denmark,18,2,139.0
Denmark,18,3,109.0
Denmark,18,4,91.0
Denmark,18,5,65.0
Denmark,18,6,86.0
Denmark,19,0,134.0
Denmark,19,1,185.0
Denmark,19,2,171.0
Denmark,19,3,152.0
Denmark,19,4,142.0
Denmark,19,5,122.0
Denmark,19,6,76.0
Denmark,20,0,160.0
Denmark,20,1,151.0
Denmark,20,2,209.0
Denmark,20,3,167.0
Denmark,20,4,136.0
Denmark,20,5,76.0
Denmark,20,6,80.0
Denmark,21,0,123.0
Denmark,21,1,166.0
Denmark,21,2,218.0
Denmark,21,3,174.0
Denmark,21,4,145.0
Denmark,21,5,92.0
Denmark,21,6,89.0
Denmark,22,0,180.0
Denmark,22,1,190.0
Denmark,22,2,162.0
Denmark,22,3,202.0
Dominican Republic,1,2,63.0
Dominican Republic,1,3,65.0
Dominican Republic,1,4,30.0
Dominican Republic,1,5,78.0
Dominican Republic,1,6,90.0
Dominican Republic,2,0,70.0
Dominican Republic,2,1,43.0
Dominican Republic,2,4,30.0
Dominican Republic,2,5,76.0
Dominican Republic,2,6,75.0
Dominican Republic,3,0,44.0
Dominican Republic,3,1,60.0
Dominican Republic,3,2,57.0
Dominican Republic,3,3,62.0
Dominican Republic,3,4,66.0
Dominican Republic,3,5,61.0
Dominican Republic,3,6,78.0
Dominican Republic,4,0,45.0
Dominican Republic,4,1,59.0
Dominican Republic,4,2,75.0
Dominican Republic,4,3,114.0
Dominican Republic,4,4,59.0
Dominican Republic,4,5,79.0
Dominican Republic,4,6,54.0
Dominican Republic,5,0,62.0
Dominican Republic,5,1,65.0
Dominican Republic,5,2,77.0
Dominican Republic,5,3,59.0
Dominican Republic,5,4,47.0
Dominican Republic,5,5,82.0
Dominican Republic,5,6,88.0
Dominican Republic,6,0,61.0
Dominican Republic,6,1,56.0
Dominican Republic,6,2,62.0
Dominican Republic,6,3,71.0
Dominican Republic,6,4,68.0
Dominican Republic,6,5,80.0
Dominican Republic,6,6,86.0
Dominican Republic,7,0,71.0
Dominican Republic,7,1,61.0
Dominican Republic,7,2,67.0
Dominican Republic,7,3,65.0
Dominican Republic,7,4,65.0
Dominican Republic,7,5,58.0
Dominican Republic,7,6,100.0
Dominican Republic,8,0,69.0
Dominican Republic,8,1,66.0
Dominican Republic,8,2,63.0
Dominican Republic,8,3,66.0
Dominican Republic,8,4,92.0
Dominican Republic,8,5,72.0
Dominican Republic,8,6,110.0
Dominican Republic,9,0,67.0
Dominican Republic,9,1,67.0
Dominican Republic,9,2,60.0
Dominican Republic,9,3,75.0
Dominican Republic,9,4,77.0
Dominican Republic,9,5,84.0
Dominican Republic,9,6,87.0
Dominican Republic,10,0,64.0
Dominican Republic,10,1,69.0
Dominican Republic,10,2,63.0
Dominican Republic,10,3,74.0
Dominican Republic,10,4,70.0
Dominican Republic,10,5,100.0
Dominican Republic,10,6,95.0
Dominican Republic,11,0,64.0
Dominican Republic,11,1,66.0
Dominican Republic,11,2,87.0
Dominican Republic,11,3,66.0
Dominican Republic,11,4,77.0
Dominican Republic,11,5,75.0
Dominican Republic,11,6,86.0
Dominican Republic,12,0,75.0
Dominican Republic,12,1,63.0
Dominican Republic,12,2,71.0
Dominican Republic,12,3,59.0
Dominican Republic,12,4,49.0
Dominican Republic,12,5,54.0
Dominican Republic,12,6,43.0
Dominican Republic,13,0,19.0
Dominican Republic,13,1,11.0
Dominican Republic,13,2,11.0
Dominican Republic,13,3,7.0
Dominican Republic,13,4,3.0
Dominican Republic,13,5,3.0
Dominican Republic,13,6,3.0
Dominican Republic,14,0,3.0
Dominican Republic,14,1,1.0
Dominican Republic,14,2,2.0
Dominican Republic,14,3,2.0
Dominican Republic,14,4,4.0
Dominican Republic,14,5,3.0
Dominican Republic,15,2,1.0
Dominican Republic,15,4,1.0
Dominican Republic,15,5,3.0
Dominican Republic,16,4,1.0
Dominican Republic,16,5,3.0
Ecuador,1,2,8.0
Ecuador,1,3,7.0
Ecuador,1,4,5.0
Ecuador,1,5,7.0
Ecuador,1,6,8.0
Ecuador,2,0,5.0
Ecuador,2,1,4.0
Ecuador,2,2,6.0
Ecuador,2,3,5.0
Ecuador,2,4,8.0
Ecuador,2,5,4.0
Ecuador,2,6,2.0
Ecuador,3,0,2.0
Ecuador,3,1,8.0
Ecuador,3,2,8.0
Ecuador,3,3,2.0
Ecuador,3,4,5.0
Ecuador,3,5,6.0
Ecuador,3,6,3.0
Ecuador,4,0,3.0
Ecuador,4,1,4.0
Ecuador,4,2,13.0
Ecuador,4,3,4.0
Ecuador,4,4,3.0
Ecuador,4,5,6.0
Ecuador,4,6,8.0
Ecuador,5,0,2.0
Ecuador,5,1,10.0
Ecuador,5,2,9.0
Ecuador,5,3,2.0
Ecuador,5,4,3.0
Ecuador,5,5,4.0
Ecuador,5,6,2.0
Ecuador,6,0,6.0
Ecuador,6,1,2.0
Ecuador,6,2,3.0
Ecuador,6,3,3.0
Ecuador,6,4,9.0
Ecuador,6,5,7.0
Ecuador,6,6,3.0
Ecuador,7,0,6.0
Ecuador,7,1,2.0
Egypt,21,4,3.0
Estonia,1,2,64.0
Estonia,1,3,97.0
Estonia,1,4,78.0
Estonia,1,5,61.0
Estonia,1,6,70.0
Estonia,2,0,83.0
Estonia,2,1,80.0
Estonia,2,2,84.0
Estonia,2,3,101.0
Estonia,2,4,84.0
Estonia,2,5,51.0
Estonia,2,6,63.0
Estonia,3,0,91.0
Estonia,3,1,80.0
Estonia,3,2,69.0
Estonia,3,3,86.0
Estonia,3,4,80.0
Estonia,3,5,52.0
Estonia,3,6,62.0
Estonia,4,0,87.0
Estonia,4,1,79.0
Estonia,4,2,78.0
Estonia,4,3,91.0
Estonia,4,4,85.0
Estonia,4,5,52.0
Estonia,4,6,65.0
Estonia,5,0,92.0
Estonia,5,1,78.0
Estonia,5,2,78.0
Estonia,5,3,82.0
Estonia,5,4,88.0
Estonia,5,5,51.0
Estonia,5,6,67.0
Estonia,6,0,95.0
Estonia,6,1,90.0
Estonia,6,2,85.0
Estonia,6,3,93.0
Estonia,6,4,96.0
Estonia,6,5,51.0
Estonia,6,6,68.0
Estonia,7,0,89.0
Estonia,7,1,80.0
Estonia,7,2,83.0
Estonia,7,3,88.0
Estonia,7,4,93.0
Estonia,7,5,48.0
Estonia,7,6,69.0
Estonia,8,0,93.0
Estonia,8,1,92.0
Estonia,8,2,85.0
Estonia,8,3,99.0
Estonia,8,4,89.0
Estonia,8,5,55.0
Estonia,8,6,81.0
Estonia,9,0,83.0
Estonia,9,1,86.0
Estonia,9,2,79.0
Estonia,9,3,87.0
Estonia,9,4,95.0
Estonia,9,5,67.0
Estonia,9,6,83.0
Estonia,10,0,95.0
Estonia,10,1,79.0
Estonia,10,2,88.0
Estonia,10,3,92.0
Estonia,10,4,100.0
Estonia,10,5,63.0
Estonia,10,6,70.0
Estonia,11,0,104.0
Estonia,11,1,96.0
Estonia,11,2,90.0
Estonia,11,3,93.0
Estonia,11,4,82.0
Estonia,11,5,54.0
Estonia,11,6,71.0
Estonia,12,0,86.0
Estonia,12,1,32.0
Estonia,12,2,28.0
Estonia,12,3,33.0
Estonia,12,4,23.0
Estonia,12,5,15.0
Estonia,12,6,17.0
Estonia,13,0,17.0
Estonia,13,1,41.0
Estonia,13,2,16.0
Estonia,13,3,24.0
Estonia,13,4,12.0
Estonia,13,5,11.0
Estonia,13,6,2.0
Estonia,14,0,8.0
Estonia,14,1,9.0
Estonia,14,2,12.0
Estonia,14,3,15.0
Estonia,14,4,11.0
Estonia,14,5,6.0
Estonia,14,6,6.0
Estonia,15,0,12.0
Estonia,15,1,15.0
Estonia,15,2,12.0
Estonia,15,3,17.0
Estonia,15,5,7.0
Estonia,15,6,5.0
Estonia,16,0,7.0
Estonia,16,1,15.0
Estonia,16,2,17.0
Estonia,16,3,17.0
Estonia,16,4,16.0
Estonia,16,5,13.0
Estonia,16,6,3.0
Estonia,17,0,21.0
Estonia,17,1,16.0
Estonia,17,2,16.0
Estonia,17,3,18.0
Estonia,17,4,9.0
Estonia,17,5,11.0
Estonia,17,6,11.0
Estonia,18,0,14.0
Estonia,18,1,16.0
Estonia,18,2,10.0
Estonia,18,3,22.0
Estonia,18,4,3.0
Estonia,18,5,9.0
Estonia,18,6,4.0
Estonia,19,0,10.0
Estonia,19,1,20.0
Estonia,19,2,14.0
Estonia,19,3,20.0
Estonia,19,4,10.0
Estonia,19,5,13.0
Estonia,20,0,12.0
Estonia,20,1,14.0
Estonia,20,2,6.0
Estonia,20,3,16.0
Estonia,20,4,15.0
Estonia,20,5,16.0
Estonia,20,6,15.0
Estonia,21,0,30.0
Estonia,21,1,22.0
Estonia,21,2,37.0
Estonia,21,3,37.0
Estonia,21,4,32.0
Estonia,21,5,20.0
Estonia,21,6,22.0
Estonia,22,0,34.0
Estonia,22,1,27.0
Estonia,22,2,39.0
Estonia,22,3,37.0
Finland,1,2,462.0
Finland,1,3,566.0
Finland,1,4,572.0
Finland,1,5,459.0
Finland,1,6,510.0
Finland,2,0,546.0
Finland,2,1,604.0
Finland,2,2,610.0
Finland,2,3,652.0
Finland,2,4,637.0
Finland,2,5,453.0
Finland,2,6,503.0
Finland,3,0,645.0
Finland,3,1,654.0
Finland,3,2,618.0
Finland,3,3,639.0
Finland,3,4,615.0
Finland,3,5,444.0
Finland,3,6,507.0
Finland,4,0,640.0
Finland,4,1,612.0
Finland,4,2,609.0
Finland,4,3,645.0
Finland,4,4,613.0
Finland,4,5,436.0
Finland,4,6,507.0
Finland,5,0,642.0
Finland,5,1,619.0
Finland,5,2,592.0
Finland,5,3,574.0
Finland,5,4,573.0
Finland,5,5,402.0
Finland,5,6,462.0
Finland,6,0,579.0
Finland,6,1,590.0
Finland,6,2,590.0
Finland,6,3,592.0
Finland,6,4,601.0
Finland,6,5,395.0
Finland,6,6,448.0
Finland,7,0,566.0
Finland,7,1,567.0
Finland,7,2,602.0
Finland,7,3,601.0
Finland,7,4,596.0
Finland,7,5,413.0
Finland,7,6,459.0
Finland,8,0,578.0
Finland,8,1,577.0
Finland,8,2,601.0
Finland,8,3,598.0
Finland,8,4,552.0
Finland,8,5,415.0
Finland,8,6,495.0
Finland,9,0,573.0
Finland,9,1,613.0
Finland,9,2,562.0
Finland,9,3,610.0
Finland,9,4,589.0
Finland,9,5,425.0
Finland,9,6,469.0
Finland,10,0,558.0
Finland,10,1,574.0
Finland,10,2,541.0
Finland,10,3,610.0
Finland,10,4,578.0
Finland,10,5,426.0
Finland,10,6,490.0
Finland,11,0,575.0
Finland,11,1,588.0
Finland,11,2,569.0
Finland,11,3,583.0
Finland,11,4,569.0
Finland,11,5,390.0
Finland,11,6,429.0
Finland,12,0,476.0
Finland,12,1,343.0
Finland,12,2,294.0
Finland,12,3,286.0
Finland,12,4,237.0
Finland,12,5,205.0
Finland,12,6,147.0
Finland,13,0,133.0
Finland,13,1,153.0
Finland,13,2,137.0
Finland,13,3,145.0
Finland,13,4,150.0
Finland,13,5,105.0
Finland,13,6,74.0
Finland,14,0,88.0
Finland,14,1,95.0
Finland,14,2,92.0
Finland,14,3,75.0
Finland,14,4,81.0
Finland,14,5,58.0
Finland,14,6,54.0
Finland,15,0,76.0
Finland,15,1,105.0
Finland,15,2,126.0
Finland,15,3,93.0
Finland,15,4,58.0
Finland,15,5,47.0
Finland,15,6,46.0
Finland,16,0,53.0
Finland,16,1,80.0
Finland,16,2,113.0
Finland,16,3,95.0
Finland,16,4,97.0
Finland,16,5,56.0
Finland,16,6,68.0
Finland,17,0,107.0
Finland,17,1,101.0
Finland,17,2,93.0
Finland,17,3,112.0
Finland,17,4,97.0
Finland,17,5,54.0
Finland,17,6,70.0
Finland,18,0,116.0
Finland,18,1,105.0
Finland,18,2,108.0
Finland,18,3,120.0
Finland,18,4,74.0
Finland,18,5,59.0
Finland,18,6,58.0
Finland,19,0,135.0
Finland,19,1,137.0
Finland,19,2,144.0
Finland,19,3,130.0
Finland,19,4,112.0
Finland,19,5,60.0
Finland,19,6,63.0
Finland,20,0,91.0
Finland,20,1,144.0
Finland,20,2,133.0
Finland,20,3,161.0
Finland,20,4,135.0
Finland,20,5,84.0
Finland,20,6,78.0
Finland,21,0,153.0
Finland,21,1,145.0
Finland,21,2,147.0
Finland,21,3,111.0
Finland,21,4,150.0
Finland,21,5,121.0
Finland,21,6,91.0
Finland,22,0,145.0
Finland,22,1,152.0
Finland,22,2,159.0
Finland,22,3,162.0
France,1,2,2273.0
France,1,3,2780.0
France,1,4,2975.0
France,1,5,2876.0
France,1,6,3068.0
France,2,0,3070.0
France,2,1,2629.0
France,2,2,2673.0
France,2,3,2789.0
France,2,4,3197.0
France,2,5,2608.0
France,2,6,2711.0
France,3,0,2778.0
France,3,1,2576.0
France,3,2,2665.0
France,3,3,2979.0
France,3,4,3101.0
France,3,5,2429.0
France,3,6,2765.0
France,4,0,2958.0
France,4,1,2766.0
France,4,2,2812.0
France,4,3,2938.0
France,4,4,3025.0
France,4,5,2157.0
France,4,6,2575.0
France,5,0,2921.0
France,5,1,2678.0
France,5,2,2875.0
France,5,3,2739.0
France,5,4,3061.0
France,5,5,2416.0
France,5,6,2775.0
France,6,0,3034.0
France,6,1,2678.0
France,6,2,2888.0
France,6,3,3118.0
France,6,4,3125.0
France,6,5,2711.0
France,6,6,2564.0
France,7,0,2905.0
France,7,1,2862.0
France,7,2,3163.0
France,7,3,3014.0
France,7,4,3274.0
France,7,5,2825.0
France,7,6,2916.0
France,8,0,3072.0
France,8,1,3099.0
France,8,2,2991.0
France,8,3,3067.0
France,8,4,3509.0
France,8,5,3021.0
France,8,6,3367.0
France,9,0,3246.0
France,9,1,2977.0
France,9,2,2789.0
France,9,3,3019.0
France,9,4,3345.0
France,9,5,2667.0
France,9,6,3020.0
France,10,0,3010.0
France,10,1,2936.0
France,10,2,2907.0
France,10,3,2876.0
France,10,4,3281.0
France,10,5,2748.0
France,10,6,2972.0
France,11,0,3151.0
France,11,1,2837.0
France,11,2,2997.0
France,11,3,3126.0
France,11,4,3241.0
France,11,5,2395.0
France,11,6,2477.0
France,12,0,2241.0
France,12,1,1673.0
France,12,2,1452.0
France,12,3,1296.0
France,12,4,1311.0
France,12,5,756.0
France,12,6,761.0
France,13,0,624.0
France,13,1,599.0
France,13,2,513.0
France,13,3,516.0
France,13,4,444.0
France,13,5,272.0
France,13,6,249.0
France,14,0,307.0
France,14,1,346.0
France,14,2,369.0
France,14,3,333.0
France,14,4,316.0
France,14,5,199.0
France,14,6,165.0
France,15,0,279.0
France,15,1,327.0
France,15,2,342.0
France,15,3,370.0
France,15,4,270.0
France,15,5,181.0
France,15,6,144.0
France,16,0,158.0
France,16,1,350.0
France,16,2,362.0
France,16,3,347.0
France,16,4,342.0
France,16,5,170.0
France,16,6,137.0
France,17,0,313.0
France,17,1,361.0
France,17,2,376.0
France,17,3,406.0
France,17,4,363.0
France,17,5,196.0
France,17,6,136.0
France,18,0,337.0
