pais,valor_semana,dia_semana,voos_soma
Luxembourg,1,6,172.0
Luxembourg,2,0,188.0
Luxembourg,2,1,160.0
Luxembourg,2,2,177.0
Luxembourg,2,3,193.0
Luxembourg,2,4,192.0
Luxembourg,2,5,134.0
Luxembourg,2,6,162.0
Luxembourg,3,0,191.0
Luxembourg,3,1,162.0
Luxembourg,3,2,189.0
Luxembourg,3,3,211.0
Luxembourg,3,4,199.0
Luxembourg,3,5,132.0
Luxembourg,3,6,179.0
Luxembourg,4,0,200.0
Luxembourg,4,1,160.0
Luxembourg,4,2,174.0
Luxembourg,4,3,197.0
Luxembourg,4,4,194.0
Luxembourg,4,5,131.0
Luxembourg,4,6,155.0
Luxembourg,5,0,206.0
Luxembourg,5,1,172.0
Luxembourg,5,2,189.0
Luxembourg,5,3,175.0
Luxembourg,5,4,184.0
Luxembourg,5,5,121.0
Luxembourg,5,6,150.0
Luxembourg,6,0,200.0
Luxembourg,6,1,169.0
Luxembourg,6,2,195.0
Luxembourg,6,3,198.0
Luxembourg,6,4,196.0
Luxembourg,6,5,144.0
Luxembourg,6,6,141.0
Luxembourg,7,0,165.0
Luxembourg,7,1,151.0
Luxembourg,7,2,192.0
Luxembourg,7,3,214.0
Luxembourg,7,4,211.0
Luxembourg,7,5,149.0
Luxembourg,7,6,174.0
Luxembourg,8,0,226.0
Luxembourg,8,1,179.0
Luxembourg,8,2,203.0
Luxembourg,8,3,183.0
Luxembourg,8,4,207.0
Luxembourg,8,5,151.0
Luxembourg,8,6,185.0
Luxembourg,9,0,217.0
Luxembourg,9,1,179.0
Luxembourg,9,2,205.0
Luxembourg,9,3,169.0
Luxembourg,9,4,223.0
Luxembourg,9,5,152.0
Luxembourg,9,6,189.0
Luxembourg,10,0,226.0
Luxembourg,10,1,192.0
Luxembourg,10,2,190.0
Luxembourg,10,3,194.0
Luxembourg,10,4,219.0
Luxembourg,10,5,134.0
Luxembourg,10,6,172.0
Luxembourg,11,0,193.0
Luxembourg,11,1,139.0
Luxembourg,11,2,177.0
Luxembourg,11,3,166.0
Luxembourg,11,4,194.0
Luxembourg,11,5,135.0
Luxembourg,11,6,157.0
Luxembourg,12,0,143.0
Luxembourg,12,1,128.0
Luxembourg,12,2,123.0
Luxembourg,12,3,102.0
Luxembourg,12,4,118.0
Luxembourg,12,5,78.0
Luxembourg,12,6,77.0
Luxembourg,13,0,56.0
Luxembourg,13,1,53.0
Luxembourg,13,2,57.0
Luxembourg,13,3,41.0
Luxembourg,13,4,29.0
Luxembourg,13,5,33.0
Luxembourg,13,6,37.0
Luxembourg,14,0,43.0
Luxembourg,14,1,38.0
Luxembourg,14,2,40.0
Luxembourg,14,3,44.0
Luxembourg,14,4,42.0
Luxembourg,14,5,40.0
Luxembourg,14,6,34.0
Luxembourg,15,0,35.0
Luxembourg,15,1,33.0
Luxembourg,15,2,43.0
Luxembourg,15,3,38.0
Luxembourg,15,4,34.0
Luxembourg,15,5,33.0
Luxembourg,15,6,34.0
Luxembourg,16,0,36.0
Luxembourg,16,1,39.0
Luxembourg,16,2,46.0
Luxembourg,16,3,42.0
Luxembourg,16,4,37.0
Luxembourg,16,5,41.0
Luxembourg,16,6,37.0
Luxembourg,17,0,43.0
Luxembourg,17,1,41.0
Luxembourg,17,2,46.0
Luxembourg,17,3,48.0
Luxembourg,17,4,44.0
Luxembourg,17,5,37.0
Luxembourg,17,6,36.0
Luxembourg,18,0,40.0
Luxembourg,18,1,37.0
Luxembourg,18,2,49.0
Luxembourg,18,3,41.0
Luxembourg,18,4,41.0
Luxembourg,18,5,33.0
Luxembourg,18,6,43.0
Luxembourg,19,0,42.0
Luxembourg,19,1,41.0
Luxembourg,19,2,44.0
Luxembourg,19,3,39.0
Luxembourg,19,4,49.0
Luxembourg,19,5,32.0
Luxembourg,19,6,36.0
Luxembourg,20,0,43.0
Luxembourg,20,1,42.0
Luxembourg,20,2,44.0
Luxembourg,20,3,50.0
Luxembourg,20,4,56.0
Luxembourg,20,5,47.0
Luxembourg,20,6,44.0
Luxembourg,21,0,48.0
Luxembourg,21,1,61.0
Luxembourg,21,2,56.0
Luxembourg,21,3,43.0
Luxembourg,21,4,53.0
Luxembourg,21,5,39.0
Luxembourg,21,6,42.0
Luxembourg,22,0,42.0
Luxembourg,22,1,71.0
Luxembourg,22,2,74.0
Luxembourg,22,3,67.0
Macau,1,2,214.0
Macau,1,3,122.0
Macau,1,4,202.0
Macau,1,5,203.0
Macau,1,6,221.0
Macau,2,0,206.0
Macau,2,1,178.0
Macau,2,2,207.0
Macau,2,3,200.0
Macau,2,4,222.0
Macau,2,5,192.0
Macau,2,6,200.0
Macau,3,0,206.0
Macau,3,1,201.0
Macau,3,2,209.0
Macau,3,3,200.0
Macau,3,4,232.0
Macau,3,5,175.0
Macau,3,6,210.0
Macau,4,0,217.0
Macau,4,1,195.0
Macau,4,2,213.0
Macau,4,3,239.0
Macau,4,4,227.0
Macau,4,5,195.0
Macau,4,6,227.0
Macau,5,0,225.0
Macau,5,1,198.0
Macau,5,2,187.0
Macau,5,3,165.0
Macau,5,4,168.0
Macau,5,5,149.0
Macau,5,6,138.0
Macau,6,0,118.0
Macau,6,1,90.0
Macau,6,2,87.0
Macau,6,3,61.0
Macau,6,4,72.0
Macau,6,5,44.0
Macau,6,6,62.0
Macau,7,0,43.0
Macau,7,1,30.0
Macau,7,2,19.0
Macau,7,3,24.0
Macau,7,4,23.0
Macau,7,5,15.0
Macau,7,6,36.0
Macau,8,0,24.0
Macau,8,1,21.0
Macau,8,2,29.0
Macau,8,3,20.0
Macau,8,4,47.0
Macau,8,5,15.0
Macau,8,6,27.0
Macau,9,0,26.0
Macau,9,1,28.0
Macau,9,2,33.0
Macau,9,3,11.0
Macau,9,4,26.0
Macau,9,5,18.0
Macau,9,6,98.0
Macau,10,0,29.0
Macau,10,1,41.0
Macau,10,2,46.0
Macau,10,3,30.0
Macau,10,4,32.0
Macau,10,5,28.0
Macau,10,6,32.0
Macau,11,0,40.0
Macau,11,1,32.0
Macau,11,2,32.0
Macau,11,3,15.0
Macau,11,4,32.0
Macau,11,5,28.0
Macau,11,6,39.0
Macau,12,0,45.0
Macau,12,1,41.0
Macau,12,2,38.0
Macau,12,3,26.0
Macau,12,4,40.0
Macau,12,5,33.0
Macau,12,6,41.0
Macau,13,0,37.0
Macau,13,1,33.0
Macau,13,2,24.0
Macau,13,3,17.0
Macau,13,4,15.0
Macau,13,5,9.0
Macau,13,6,18.0
Macau,14,0,11.0
Macau,14,1,16.0
Macau,14,2,22.0
Macau,14,3,16.0
Macau,14,4,17.0
Macau,14,5,11.0
Macau,14,6,12.0
Macau,15,0,9.0
Macau,15,1,30.0
Macau,15,2,26.0
Macau,15,3,17.0
Macau,15,4,13.0
Macau,15,5,13.0
Macau,15,6,21.0
Macau,16,0,12.0
Macau,16,1,27.0
Macau,16,2,40.0
Macau,16,3,26.0
Macau,16,4,11.0
Macau,16,5,11.0
Macau,16,6,35.0
Macau,17,0,32.0
Macau,17,1,51.0
Macau,17,2,15.0
Macau,17,3,20.0
Macau,17,4,15.0
Macau,17,5,15.0
Macau,17,6,20.0
Macau,18,0,8.0
Macau,18,1,32.0
Macau,18,2,15.0
Macau,18,3,27.0
Macau,18,4,14.0
Macau,18,5,30.0
Macau,18,6,42.0
Macau,19,0,43.0
Macau,19,1,51.0
Macau,19,2,42.0
Macau,19,3,46.0
Macau,19,4,58.0
Macau,19,5,39.0
Macau,19,6,43.0
Macau,20,0,24.0
Macau,20,1,20.0
Macau,20,2,22.0
Macau,20,3,33.0
Macau,20,4,27.0
Macau,20,5,53.0
Macau,20,6,48.0
Macau,21,0,45.0
Macau,21,1,30.0
Macau,21,2,35.0
Macau,21,3,63.0
Macau,21,4,62.0
Macau,21,5,11.0
Macau,21,6,17.0
Macau,22,0,45.0
Macau,22,1,50.0
Macau,22,2,20.0
Macau,22,3,18.0
Malaysia,1,2,1615.0
Malaysia,1,3,1577.0
Malaysia,1,4,1571.0
Malaysia,1,5,1606.0
Malaysia,1,6,1644.0
Malaysia,2,0,1606.0
Malaysia,2,1,1475.0
Malaysia,2,2,1523.0
Malaysia,2,3,1603.0
Malaysia,2,4,1639.0
Malaysia,2,5,1578.0
Malaysia,2,6,1495.0
Malaysia,3,0,1509.0
Malaysia,3,1,1567.0
Malaysia,3,2,1598.0
Malaysia,3,3,1615.0
Malaysia,3,4,1662.0
Malaysia,3,5,1301.0
Malaysia,3,6,1545.0
Malaysia,4,0,1547.0
Malaysia,4,1,1589.0
Malaysia,4,2,1622.0
Malaysia,4,3,1720.0
Malaysia,4,4,1687.0
Malaysia,4,5,1521.0
Malaysia,4,6,1567.0
Malaysia,5,0,1651.0
Malaysia,5,1,1688.0
Malaysia,5,2,1669.0
Malaysia,5,3,1611.0
Malaysia,5,4,1581.0
Malaysia,5,5,1580.0
Malaysia,5,6,1611.0
Malaysia,6,0,1568.0
Malaysia,6,1,1557.0
Malaysia,6,2,1557.0
Malaysia,6,3,1578.0
Malaysia,6,4,1582.0
Malaysia,6,5,1419.0
Malaysia,6,6,1485.0
Malaysia,7,0,1508.0
Malaysia,7,1,1458.0
Malaysia,7,2,1481.0
Malaysia,7,3,1499.0
Malaysia,7,4,1488.0
Malaysia,7,5,1385.0
Malaysia,7,6,1483.0
Malaysia,8,0,1454.0
Malaysia,8,1,1385.0
Malaysia,8,2,1416.0
Malaysia,8,3,1450.0
Malaysia,8,4,1445.0
Malaysia,8,5,1373.0
Malaysia,8,6,1454.0
Malaysia,9,0,1400.0
Malaysia,9,1,1337.0
Malaysia,9,2,1356.0
Malaysia,9,3,1388.0
Malaysia,9,4,1424.0
Malaysia,9,5,1334.0
Malaysia,9,6,1338.0
Malaysia,10,0,1217.0
Malaysia,10,1,1136.0
Malaysia,10,2,1198.0
Malaysia,10,3,1216.0
Malaysia,10,4,1282.0
Malaysia,10,5,1103.0
Malaysia,10,6,1212.0
Malaysia,11,0,1131.0
Malaysia,11,1,1079.0
Malaysia,11,2,1140.0
Malaysia,11,3,1182.0
Malaysia,11,4,1253.0
Malaysia,11,5,1152.0
Malaysia,11,6,1161.0
Malaysia,12,0,1131.0
Malaysia,12,1,1018.0
Malaysia,12,2,926.0
Malaysia,12,3,510.0
Malaysia,12,4,390.0
Malaysia,12,5,314.0
Malaysia,12,6,269.0
Malaysia,13,0,204.0
Malaysia,13,1,167.0
Malaysia,13,2,179.0
Malaysia,13,3,161.0
Malaysia,13,4,174.0
Malaysia,13,5,135.0
Malaysia,13,6,128.0
Malaysia,14,0,121.0
Malaysia,14,1,109.0
Malaysia,14,2,114.0
Malaysia,14,3,125.0
Malaysia,14,4,160.0
Malaysia,14,5,123.0
Malaysia,14,6,115.0
Malaysia,15,0,98.0
Malaysia,15,1,115.0
Malaysia,15,2,127.0
Malaysia,15,3,131.0
Malaysia,15,4,145.0
Malaysia,15,5,101.0
Malaysia,15,6,88.0
Malaysia,16,0,63.0
Malaysia,16,1,92.0
Malaysia,16,2,101.0
Malaysia,16,3,117.0
Malaysia,16,4,98.0
Malaysia,16,5,90.0
Malaysia,16,6,86.0
Malaysia,17,0,89.0
Malaysia,17,1,95.0
Malaysia,17,2,120.0
Malaysia,17,3,116.0
Malaysia,17,4,118.0
Malaysia,17,5,85.0
Malaysia,17,6,81.0
Malaysia,18,0,100.0
Malaysia,18,1,91.0
Malaysia,18,2,139.0
Malaysia,18,3,127.0
Malaysia,18,4,118.0
Malaysia,18,5,102.0
Malaysia,18,6,104.0
Malaysia,19,0,75.0
Malaysia,19,1,112.0
Malaysia,19,2,123.0
Malaysia,19,3,117.0
Malaysia,19,4,153.0
Malaysia,19,5,148.0
Malaysia,19,6,161.0
Malaysia,20,0,124.0
Malaysia,20,1,120.0
Malaysia,20,2,137.0
Malaysia,20,3,152.0
Malaysia,20,4,174.0
Malaysia,20,5,156.0
Malaysia,20,6,149.0
Malaysia,21,0,117.0
Malaysia,21,1,151.0
Malaysia,21,2,239.0
Malaysia,21,3,237.0
Malaysia,21,4,222.0
Malaysia,21,5,182.0
Malaysia,21,6,120.0
Malaysia,22,0,102.0
Malaysia,22,1,127.0
Malaysia,22,2,150.0
Malaysia,22,3,140.0
Mali,1,2,11.0
Mali,1,3,18.0
Mali,1,4,14.0
Mali,1,5,12.0
Mali,2,1,22.0
Mali,2,2,15.0
Mali,2,3,18.0
Mali,2,4,13.0
Mali,2,5,12.0
Mali,2,6,16.0
Mali,3,0,20.0
Mali,3,1,20.0
Mali,3,2,17.0
Mali,3,3,16.0
Mali,3,4,16.0
Mali,3,5,11.0
Mali,3,6,11.0
Mali,7,6,16.0
Mali,8,1,14.0
Mali,8,2,1.0
Malta,1,2,100.0
Malta,1,3,137.0
Malta,1,4,127.0
Malta,1,5,131.0
Malta,1,6,128.0
Malta,2,0,123.0
Malta,2,1,99.0
Malta,2,2,91.0
Malta,2,3,64.0
Malta,2,4,108.0
Malta,2,5,122.0
Malta,2,6,108.0
Malta,3,0,129.0
Malta,3,1,80.0
Malta,3,2,97.0
Malta,3,3,91.0
Malta,3,4,119.0
Malta,3,5,101.0
Malta,3,6,123.0
Malta,4,0,126.0
Malta,4,1,91.0
Malta,4,2,126.0
Malta,4,3,115.0
Malta,4,4,126.0
Malta,4,5,103.0
Malta,4,6,89.0
Malta,5,0,108.0
Malta,5,1,86.0
Malta,5,2,94.0
Malta,5,3,96.0
Malta,5,4,112.0
Malta,5,5,109.0
Malta,5,6,100.0
Malta,6,0,110.0
Malta,6,1,91.0
Malta,6,2,85.0
Malta,6,3,95.0
Malta,6,4,145.0
Malta,6,5,134.0
Malta,6,6,103.0
Malta,7,0,125.0
Malta,7,1,109.0
Malta,7,2,110.0
Malta,7,3,103.0
Malta,7,4,120.0
Malta,7,5,148.0
Malta,7,6,132.0
Malta,8,0,123.0
Malta,8,1,93.0
Malta,8,2,103.0
Malta,8,3,105.0
Malta,8,4,144.0
Malta,8,5,154.0
Malta,8,6,135.0
Malta,9,0,126.0
Malta,9,1,126.0
Malta,9,2,115.0
Malta,9,3,97.0
Malta,9,4,135.0
Malta,9,5,150.0
Malta,9,6,132.0
Malta,10,0,143.0
Malta,10,1,98.0
Malta,10,2,101.0
Malta,10,3,119.0
Malta,10,4,136.0
Malta,10,5,134.0
Malta,10,6,123.0
Malta,11,0,121.0
Malta,11,1,87.0
Malta,11,2,100.0
Malta,11,3,77.0
Malta,11,4,78.0
Malta,11,5,103.0
Malta,11,6,68.0
Malta,12,0,77.0
Malta,12,1,66.0
Malta,12,2,69.0
Malta,12,3,71.0
Malta,12,4,59.0
Malta,12,5,8.0
Malta,12,6,7.0
Malta,13,0,34.0
Malta,13,1,32.0
Malta,13,2,15.0
Malta,13,3,18.0
Malta,13,4,19.0
Malta,13,5,15.0
Malta,13,6,9.0
Malta,14,0,11.0
Malta,14,1,23.0
Malta,14,2,18.0
Malta,14,3,19.0
Malta,14,4,21.0
Malta,14,6,6.0
Malta,15,0,9.0
Malta,15,1,13.0
Malta,15,2,6.0
Malta,15,3,18.0
Malta,15,4,18.0
Malta,15,5,7.0
Malta,15,6,8.0
Malta,16,0,15.0
Malta,16,1,15.0
Malta,16,2,15.0
Malta,16,3,11.0
Malta,16,4,15.0
Malta,16,5,10.0
Malta,16,6,6.0
Malta,17,0,15.0
Malta,17,1,16.0
Malta,17,2,16.0
Malta,17,3,15.0
Malta,17,4,15.0
Malta,17,5,10.0
Malta,17,6,4.0
Malta,18,0,15.0
Malta,18,1,24.0
Malta,18,2,22.0
Malta,18,3,21.0
Malta,18,4,15.0
Malta,18,5,17.0
Malta,18,6,12.0
Malta,19,0,14.0
Malta,19,1,12.0
Malta,19,2,17.0
Malta,19,3,15.0
Malta,19,4,14.0
Malta,19,5,10.0
Malta,19,6,4.0
Malta,20,0,20.0
Malta,20,1,14.0
Malta,20,2,14.0
Malta,20,3,3.0
Malta,20,4,9.0
Malta,20,5,8.0
Malta,20,6,8.0
Malta,21,0,15.0
Malta,21,1,13.0
Malta,21,2,28.0
Malta,21,3,17.0
Malta,21,4,17.0
Malta,21,5,18.0
Malta,21,6,28.0
Malta,22,0,21.0
Malta,22,1,18.0
Malta,22,2,22.0
Malta,22,3,30.0
Mauritania,8,3,2.0
Mauritania,8,4,9.0
Mauritania,8,5,7.0
Mauritania,8,6,3.0
Mauritania,10,5,2.0
Mauritania,10,6,7.0
Mauritania,11,0,3.0
Mauritania,11,5,2.0
Mauritania,12,0,1.0
Mauritania,12,3,1.0
Mauritania,16,4,2.0
Mauritania,17,3,3.0
Mexico,1,2,198.0
Mexico,1,3,180.0
Mexico,1,4,215.0
Mexico,1,5,295.0
Mexico,1,6,297.0
Mexico,2,0,287.0
Mexico,2,1,225.0
Mexico,2,2,209.0
Mexico,2,3,193.0
Mexico,2,4,222.0
Mexico,2,5,224.0
Mexico,2,6,183.0
Mexico,3,0,234.0
Mexico,3,1,217.0
Mexico,3,2,218.0
Mexico,3,3,212.0
Mexico,3,4,233.0
Mexico,3,5,197.0
Mexico,3,6,190.0
Mexico,4,0,274.0
Mexico,4,1,296.0
Mexico,4,2,277.0
Mexico,4,3,238.0
Mexico,4,4,246.0
Mexico,4,5,220.0
Mexico,4,6,254.0
Mexico,5,0,258.0
Mexico,5,1,264.0
Mexico,5,2,252.0
Mexico,5,3,249.0
Mexico,5,4,308.0
Mexico,5,5,302.0
Mexico,5,6,286.0
Mexico,6,0,282.0
Mexico,6,1,279.0
Mexico,6,2,257.0
Mexico,6,3,269.0
Mexico,6,4,298.0
Mexico,6,5,296.0
Mexico,6,6,265.0
Mexico,7,0,266.0
Mexico,7,1,243.0
Mexico,7,2,254.0
Mexico,7,3,248.0
Mexico,7,4,233.0
Mexico,7,5,294.0
Mexico,7,6,279.0
Mexico,8,0,257.0
Mexico,8,1,296.0
Mexico,8,2,293.0
Mexico,8,3,305.0
Mexico,8,4,348.0
Mexico,8,5,390.0
Mexico,8,6,353.0
Mexico,9,0,338.0
Mexico,9,1,309.0
Mexico,9,2,336.0
Mexico,9,3,398.0
Mexico,9,4,259.0
Mexico,9,5,174.0
Mexico,9,6,164.0
Mexico,10,0,204.0
Mexico,10,1,194.0
Mexico,10,2,193.0
Mexico,10,3,192.0
Mexico,10,4,166.0
Mexico,10,5,189.0
Mexico,10,6,175.0
Mexico,11,0,189.0
Mexico,11,1,182.0
Mexico,11,2,185.0
Mexico,11,3,174.0
Mexico,11,4,181.0
Mexico,11,5,170.0
Mexico,11,6,165.0
Mexico,12,0,188.0
Mexico,12,1,184.0
Mexico,12,2,183.0
Mexico,12,3,181.0
Mexico,12,4,186.0
Mexico,12,5,169.0
Mexico,12,6,164.0
Mexico,13,0,137.0
Mexico,13,1,143.0
Mexico,13,2,93.0
Mexico,13,3,90.0
Mexico,13,4,98.0
Mexico,13,5,92.0
Mexico,13,6,81.0
Mexico,14,0,103.0
Mexico,14,1,79.0
Mexico,14,2,63.0
Mexico,14,3,73.0
Mexico,14,4,92.0
Mexico,14,5,52.0
Mexico,14,6,59.0
Mexico,15,0,60.0
Mexico,15,1,45.0
Mexico,15,2,51.0
Mexico,15,3,47.0
Mexico,15,4,40.0
Mexico,15,5,30.0
Mexico,15,6,55.0
Mexico,16,0,44.0
Mexico,16,1,37.0
Mexico,16,2,40.0
Mexico,16,3,32.0
Mexico,16,4,47.0
Mexico,16,5,22.0
Mexico,16,6,42.0
Mexico,17,0,35.0
Mexico,17,1,28.0
Mexico,17,2,37.0
Mexico,17,3,33.0
Mexico,17,4,43.0
Mexico,17,5,22.0
Mexico,17,6,31.0
Mexico,18,0,33.0
Mexico,18,1,31.0
Mexico,18,2,35.0
Mexico,18,3,47.0
Mexico,18,4,41.0
Mexico,18,5,24.0
Mexico,18,6,32.0
Mexico,19,0,28.0
Mexico,19,1,31.0
Mexico,19,2,30.0
Mexico,19,3,49.0
Mexico,19,4,42.0
Mexico,19,5,24.0
Mexico,19,6,34.0
Mexico,20,0,37.0
Mexico,20,1,38.0
Mexico,20,2,31.0
Mexico,20,3,40.0
Mexico,20,4,45.0
Mexico,20,5,28.0
Mexico,20,6,38.0
Mexico,21,0,40.0
Mexico,21,1,34.0
Mexico,21,2,38.0
Mexico,21,3,44.0
Mexico,21,4,42.0
Mexico,21,5,33.0
Mexico,21,6,43.0
Mexico,22,0,46.0
Mexico,22,1,51.0
Mexico,22,2,47.0
Mexico,22,3,45.0
Morocco,1,2,96.0
Morocco,1,3,86.0
Morocco,1,4,100.0
Morocco,1,5,85.0
Morocco,1,6,91.0
Morocco,2,0,98.0
Morocco,2,1,83.0
Morocco,2,2,95.0
Morocco,2,3,85.0
Morocco,2,4,90.0
Morocco,2,5,88.0
Morocco,2,6,118.0
Morocco,3,0,117.0
Morocco,3,1,91.0
Morocco,3,2,112.0
Morocco,3,3,114.0
Morocco,3,4,170.0
Morocco,3,5,134.0
Morocco,3,6,152.0
Morocco,4,0,136.0
Morocco,4,1,107.0
Morocco,4,2,114.0
Morocco,4,3,121.0
Morocco,4,4,136.0
Morocco,4,5,130.0
Morocco,4,6,128.0
Morocco,5,0,127.0
Morocco,5,1,100.0
Morocco,5,2,118.0
Morocco,5,3,127.0
Morocco,5,4,145.0
Morocco,5,5,128.0
Morocco,5,6,146.0
Morocco,6,0,119.0
Morocco,6,1,123.0
Morocco,6,2,139.0
Morocco,6,3,144.0
Morocco,6,4,135.0
Morocco,6,5,141.0
Morocco,6,6,124.0
Morocco,7,0,125.0
Morocco,7,1,108.0
Morocco,7,2,113.0
Morocco,7,3,117.0
Morocco,7,4,122.0
Morocco,7,5,112.0
Morocco,7,6,132.0
Morocco,8,0,127.0
Morocco,8,1,100.0
Morocco,8,2,111.0
Morocco,8,3,99.0
Morocco,8,4,131.0
Morocco,8,5,131.0
Morocco,8,6,139.0
Morocco,9,0,141.0
Morocco,9,1,122.0
Morocco,9,2,131.0
Morocco,9,3,143.0
Morocco,9,4,167.0
Morocco,9,5,137.0
Morocco,9,6,153.0
Morocco,10,0,151.0
Morocco,10,1,124.0
Morocco,10,2,133.0
Morocco,10,3,99.0
Morocco,10,4,122.0
Morocco,10,5,105.0
Morocco,10,6,161.0
Morocco,11,0,156.0
Morocco,11,1,96.0
Morocco,11,2,122.0
Morocco,11,3,121.0
Morocco,11,4,115.0
Morocco,11,5,116.0
Morocco,11,6,89.0
Morocco,12,0,49.0
Morocco,12,1,38.0
Morocco,12,2,35.0
Morocco,12,3,39.0
Morocco,12,4,24.0
Morocco,12,5,8.0
Morocco,12,6,5.0
Morocco,13,0,5.0
Morocco,13,1,3.0
Morocco,13,2,6.0
Morocco,13,3,1.0
Morocco,13,4,3.0
Morocco,13,5,4.0
Morocco,13,6,2.0
Morocco,14,0,4.0
Morocco,14,1,3.0
Morocco,14,2,7.0
Morocco,14,3,3.0
Morocco,14,4,6.0
Morocco,14,6,3.0
Morocco,15,0,5.0
Morocco,15,1,9.0
Morocco,15,2,8.0
Morocco,15,3,5.0
Morocco,15,4,14.0
Morocco,15,5,5.0
Morocco,16,0,6.0
Morocco,16,1,9.0
Morocco,16,2,3.0
Morocco,16,3,3.0
Morocco,16,4,11.0
Morocco,16,5,6.0
Morocco,16,6,10.0
Morocco,17,0,14.0
Morocco,17,1,14.0
Morocco,17,2,14.0
Morocco,17,3,16.0
Morocco,17,4,17.0
Morocco,17,5,4.0
Morocco,17,6,8.0
Morocco,18,0,9.0
Morocco,18,1,19.0
Morocco,18,2,10.0
Morocco,18,3,13.0
Morocco,18,4,11.0
Morocco,18,5,14.0
Morocco,18,6,4.0
Morocco,19,0,10.0
Morocco,19,1,25.0
Morocco,19,2,14.0
Morocco,19,3,19.0
Morocco,19,4,18.0
Morocco,19,5,6.0
Morocco,19,6,9.0
Morocco,20,0,12.0
Morocco,20,1,11.0
Morocco,20,2,22.0
Morocco,20,3,6.0
Morocco,20,4,14.0
Morocco,20,5,4.0
Morocco,20,6,5.0
Morocco,21,0,15.0
Morocco,21,1,19.0
Morocco,21,2,8.0
Morocco,21,3,19.0
Morocco,21,4,17.0
Morocco,21,5,10.0
Morocco,21,6,3.0
Morocco,22,1,19.0
Morocco,22,2,26.0
Morocco,22,3,11.0
Nepal,1,2,8.0
Nepal,1,3,28.0
Nepal,1,4,60.0
Nepal,1,5,45.0
Nepal,1,6,50.0
Nepal,2,0,63.0
Nepal,2,1,57.0
Nepal,2,2,35.0
Nepal,2,3,41.0
Nepal,2,4,45.0
Nepal,2,5,34.0
Nepal,2,6,62.0
Nepal,3,0,31.0
Nepal,3,1,76.0
Nepal,3,2,44.0
Nepal,3,3,38.0
Nepal,3,4,56.0
Nepal,3,5,4.0
Nepal,4,3,8.0
Nepal,4,4,65.0
Nepal,4,5,28.0
Nepal,4,6,61.0
Nepal,5,0,45.0
Nepal,5,1,64.0
Nepal,5,2,54.0
Nepal,5,3,26.0
Nepal,5,4,53.0
Nepal,5,5,67.0
Nepal,5,6,42.0
Nepal,6,0,52.0
Nepal,6,1,66.0
Nepal,6,2,61.0
Nepal,6,3,50.0
Nepal,6,4,27.0
Nepal,6,5,74.0
Nepal,6,6,30.0
Nepal,7,0,34.0
Nepal,7,1,74.0
Nepal,7,2,56.0
Nepal,7,3,26.0
Nepal,7,4,26.0
Nepal,7,5,76.0
Nepal,7,6,34.0
Nepal,8,0,1.0
Nepal,9,3,1.0
Nepal,9,5,2.0
Nepal,10,0,77.0
Nepal,10,1,78.0
Nepal,10,2,74.0
Nepal,10,3,72.0
Nepal,10,4,64.0
Nepal,10,5,34.0
Nepal,10,6,41.0
Nepal,11,0,70.0
Nepal,11,1,10.0
Nepal,11,2,26.0
Nepal,11,3,63.0
Nepal,11,4,6.0
Nepal,11,5,1.0
Nepal,11,6,1.0
Nepal,12,3,1.0
Nepal,12,5,3.0
Nepal,12,6,1.0
Netherlands,1,2,1073.0
Netherlands,1,3,1282.0
Netherlands,1,4,1323.0
Netherlands,1,5,1177.0
Netherlands,1,6,1363.0
Netherlands,2,0,1364.0
Netherlands,2,1,1177.0
Netherlands,2,2,1180.0
Netherlands,2,3,1291.0
Netherlands,2,4,1363.0
Netherlands,2,5,1147.0
Netherlands,2,6,1252.0
Netherlands,3,0,1289.0
Netherlands,3,1,1145.0
Netherlands,3,2,1192.0
Netherlands,3,3,1354.0
Netherlands,3,4,1360.0
Netherlands,3,5,1067.0
Netherlands,3,6,1307.0
Netherlands,4,0,1274.0
Netherlands,4,1,1109.0
Netherlands,4,2,1113.0
Netherlands,4,3,1284.0
Netherlands,4,4,1282.0
Netherlands,4,5,955.0
Netherlands,4,6,1264.0
Netherlands,5,0,1338.0
Netherlands,5,1,1160.0
Netherlands,5,2,1208.0
Netherlands,5,3,1315.0
Netherlands,5,4,1287.0
Netherlands,5,5,1042.0
Netherlands,5,6,1264.0
Netherlands,6,0,1375.0
Netherlands,6,1,1203.0
Netherlands,6,2,1286.0
Netherlands,6,3,1449.0
Netherlands,6,4,1422.0
Netherlands,6,5,1081.0
Netherlands,6,6,1006.0
Netherlands,7,0,1083.0
Netherlands,7,1,1101.0
Netherlands,7,2,1248.0
Netherlands,7,3,1397.0
Netherlands,7,4,1392.0
Netherlands,7,5,1143.0
Netherlands,7,6,1257.0
Netherlands,8,0,1407.0
Netherlands,8,1,1272.0
Netherlands,8,2,1345.0
Netherlands,8,3,1373.0
Netherlands,8,4,1480.0
Netherlands,8,5,1182.0
Netherlands,8,6,1148.0
Netherlands,9,0,1372.0
Netherlands,9,1,1335.0
Netherlands,9,2,1353.0
Netherlands,9,3,1379.0
Netherlands,9,4,1442.0
Netherlands,9,5,1194.0
Netherlands,9,6,1357.0
Netherlands,10,0,1459.0
Netherlands,10,1,1367.0
Netherlands,10,2,1437.0
Netherlands,10,3,1485.0
Netherlands,10,4,1463.0
Netherlands,10,5,1292.0
