,org,dest,week_value,pct_loss
638,Armenia,Israel,13,1.0
639,Armenia,Israel,14,1.0
640,Armenia,Israel,15,1.0
641,Armenia,Israel,16,1.0
642,Armenia,Israel,17,1.0
643,Armenia,Israel,18,1.0
644,Armenia,Israel,19,1.0
645,Armenia,Israel,20,1.0
646,Armenia,Israel,21,1.0
647,Armenia,Israel,22,1.0
648,Armenia,Italy,5,-1.6666666666666667
649,Armenia,Italy,6,-1.3333333333333333
650,Armenia,Italy,7,-1.6666666666666667
651,Armenia,Italy,8,-1.6666666666666667
652,Armenia,Italy,9,-1.0
653,Armenia,Italy,10,-0.3333333333333333
654,Armenia,Italy,11,-0.3333333333333333
655,Armenia,Italy,12,1.0
656,Armenia,Italy,13,1.0
657,Armenia,Italy,14,1.0
658,Armenia,Italy,15,1.0
659,Armenia,Italy,16,1.0
660,Armenia,Italy,17,1.0
661,Armenia,Italy,18,1.0
662,Armenia,Italy,19,1.0
663,Armenia,Italy,20,1.0
664,Armenia,Italy,21,1.0
665,Armenia,Italy,22,1.0
666,Armenia,Poland,5,-0.3333333333333333
667,Armenia,Poland,6,-0.3333333333333333
668,Armenia,Poland,7,-0.3333333333333333
669,Armenia,Poland,8,-0.6666666666666666
670,Armenia,Poland,9,-0.3333333333333333
671,Armenia,Poland,10,-0.3333333333333333
672,Armenia,Poland,11,-0.6666666666666666
673,Armenia,Poland,12,1.0
674,Armenia,Poland,13,1.0
675,Armenia,Poland,14,1.0
676,Armenia,Poland,15,1.0
677,Armenia,Poland,16,1.0
678,Armenia,Poland,17,1.0
679,Armenia,Poland,18,1.0
680,Armenia,Poland,19,1.0
681,Armenia,Poland,20,1.0
682,Armenia,Poland,21,1.0
683,Armenia,Poland,22,1.0
684,Armenia,Qatar,5,0.6363636363636364
685,Armenia,Qatar,6,0.6363636363636364
686,Armenia,Qatar,7,-0.2727272727272727
687,Armenia,Qatar,8,-1.5454545454545454
688,Armenia,Qatar,9,-0.8181818181818182
689,Armenia,Qatar,10,-1.0
690,Armenia,Qatar,11,-0.09090909090909091
691,Armenia,Qatar,12,1.0
692,Armenia,Qatar,13,1.0
693,Armenia,Qatar,14,1.0
694,Armenia,Qatar,15,1.0
695,Armenia,Qatar,16,1.0
696,Armenia,Qatar,17,1.0
697,Armenia,Qatar,18,1.0
698,Armenia,Qatar,19,1.0
699,Armenia,Qatar,20,1.0
700,Armenia,Qatar,21,1.0
